DateTime,Open,High,Low,Close,Volume
2020-07-29 10:06:00,70.53,71.03,70.23,70.73,15000
2020-07-29 10:07:00,70.55,71.05,70.25,70.75,15000
2020-07-29 10:08:00,70.57,71.07,70.27,70.77,15000
2020-07-29 10:09:00,70.58,71.08,70.28,70.78,15000
2020-07-29 10:10:00,70.60,71.10,70.30,70.80,15000
2020-07-29 10:11:00,70.62,71.12,70.32,70.82,15000
2020-07-29 10:12:00,70.64,71.14,70.34,70.84,15000
2020-07-29 10:13:00,70.66,71.16,70.36,70.86,15000
2020-07-29 10:14:00,70.67,71.17,70.37,70.87,15000
2020-07-29 10:15:00,70.69,71.19,70.39,70.89,15000
2020-07-29 10:16:00,70.71,71.21,70.41,70.91,15000
2020-07-29 10:17:00,70.73,71.23,70.43,70.93,15000
2020-07-29 10:18:00,70.74,71.24,70.44,70.94,15000
2020-07-29 10:19:00,70.76,71.26,70.46,70.96,15000
2020-07-29 10:20:00,70.78,71.28,70.48,70.98,15000
2020-07-29 10:21:00,70.80,71.30,70.50,71.00,15000
2020-07-29 10:22:00,70.81,71.31,70.51,71.01,15000
2020-07-29 10:23:00,70.83,71.33,70.53,71.03,15000
2020-07-29 10:24:00,70.85,71.35,70.55,71.05,15000
2020-07-29 10:25:00,70.87,71.37,70.57,71.07,15000
2020-07-29 10:26:00,70.89,71.39,70.59,71.09,15000
2020-07-29 10:27:00,70.90,71.40,70.60,71.10,15000
2020-07-29 10:28:00,70.92,71.42,70.62,71.12,15000
2020-07-29 10:29:00,70.94,71.44,70.64,71.14,15000
2020-07-29 10:30:00,70.96,71.46,70.66,71.16,15000
2020-07-29 10:31:00,70.97,71.47,70.67,71.17,15000
2020-07-29 10:32:00,70.99,71.49,70.69,71.19,15000
2020-07-29 10:33:00,71.01,71.51,70.71,71.21,15000
2020-07-29 10:34:00,71.03,71.53,70.73,71.23,15000
2020-07-29 10:35:00,71.04,71.54,70.74,71.24,15000
2020-07-29 10:36:00,71.06,71.56,70.76,71.26,15000
2020-07-29 10:37:00,71.08,71.58,70.78,71.28,15000
2020-07-29 10:38:00,71.10,71.60,70.80,71.30,15000
2020-07-29 10:39:00,71.12,71.62,70.82,71.32,15000
2020-07-29 10:40:00,71.13,71.63,70.83,71.33,15000
2020-07-29 10:41:00,71.15,71.65,70.85,71.35,15000
2020-07-29 10:42:00,71.17,71.67,70.87,71.37,15000
2020-07-29 10:43:00,71.19,71.69,70.89,71.39,15000
2020-07-29 10:44:00,71.20,71.70,70.90,71.40,15000
2020-07-29 10:45:00,71.22,71.72,70.92,71.42,15000
2020-07-29 10:46:00,71.24,71.74,70.94,71.44,15000
2020-07-29 10:47:00,71.26,71.76,70.96,71.46,15000
2020-07-29 10:48:00,71.28,71.78,70.98,71.48,15000
2020-07-29 10:49:00,71.29,71.79,70.99,71.49,15000
2020-07-29 10:50:00,71.31,71.81,71.01,71.51,15000
2020-07-29 10:51:00,71.33,71.83,71.03,71.53,15000
2020-07-29 10:52:00,71.35,71.85,71.05,71.55,15000
2020-07-29 10:53:00,71.36,71.86,71.06,71.56,15000
2020-07-29 10:54:00,71.38,71.88,71.08,71.58,15000
2020-07-29 10:55:00,71.40,71.90,71.10,71.60,15000
2020-07-29 10:56:00,71.42,71.92,71.12,71.62,15000
2020-07-29 10:57:00,71.43,71.93,71.13,71.63,15000
2020-07-29 10:58:00,71.45,71.95,71.15,71.65,15000
2020-07-29 10:59:00,71.47,71.97,71.17,71.67,15000
2020-07-29 11:00:00,71.49,71.99,71.19,71.69,15000
2020-07-29 11:01:00,71.51,72.01,71.21,71.71,15000
2020-07-29 11:02:00,71.52,72.02,71.22,71.72,15000
2020-07-29 11:03:00,71.54,72.04,71.24,71.74,15000
2020-07-29 11:04:00,71.56,72.06,71.26,71.76,15000
2020-07-29 11:05:00,71.58,72.08,71.28,71.78,15000
2020-07-29 11:06:00,71.59,72.09,71.29,71.79,15000
2020-07-29 11:07:00,71.61,72.11,71.31,71.81,15000
2020-07-29 11:08:00,71.63,72.13,71.33,71.83,15000
2020-07-29 11:09:00,71.65,72.15,71.35,71.85,15000
2020-07-29 11:10:00,71.66,72.16,71.36,71.86,15000
2020-07-29 11:11:00,71.68,72.18,71.38,71.88,15000
2020-07-29 11:12:00,71.70,72.20,71.40,71.90,15000
2020-07-29 11:13:00,71.72,72.22,71.42,71.92,15000
2020-07-29 11:14:00,71.74,72.24,71.44,71.94,15000
2020-07-29 11:15:00,71.75,72.25,71.45,71.95,15000
2020-07-29 11:16:00,71.77,72.27,71.47,71.97,15000
2020-07-29 11:17:00,71.79,72.29,71.49,71.99,15000
2020-07-29 11:18:00,71.81,72.31,71.51,72.01,15000
2020-07-29 11:19:00,71.82,72.32,71.52,72.02,15000
2020-07-29 11:20:00,71.84,72.34,71.54,72.04,15000
2020-07-29 11:21:00,71.86,72.36,71.56,72.06,15000
2020-07-29 11:22:00,71.88,72.38,71.58,72.08,15000
2020-07-29 11:23:00,71.89,72.39,71.59,72.09,15000
2020-07-29 11:24:00,71.91,72.41,71.61,72.11,15000
2020-07-29 11:25:00,71.93,72.43,71.63,72.13,15000
2020-07-29 11:26:00,71.95,72.45,71.65,72.15,15000
2020-07-29 11:27:00,71.97,72.47,71.67,72.17,15000
2020-07-29 11:28:00,71.98,72.48,71.68,72.18,15000
2020-07-29 11:29:00,72.00,72.50,71.70,72.20,15000
2020-07-29 11:30:00,72.02,72.52,71.72,72.22,15000
2020-07-29 11:31:00,72.04,72.54,71.74,72.24,15000
2020-07-29 11:32:00,72.05,72.55,71.75,72.25,15000
2020-07-29 11:33:00,72.07,72.57,71.77,72.27,15000
2020-07-29 11:34:00,72.09,72.59,71.79,72.29,15000
2020-07-29 11:35:00,72.11,72.61,71.81,72.31,15000
2020-07-29 11:36:00,72.12,72.62,71.83,72.33,15000
2020-07-29 11:37:00,72.14,72.64,71.84,72.34,15000
2020-07-29 11:38:00,72.16,72.66,71.86,72.36,15000
2020-07-29 11:39:00,72.18,72.68,71.88,72.38,15000
2020-07-29 11:40:00,72.20,72.70,71.90,72.40,15000
2020-07-29 11:41:00,72.21,72.71,71.91,72.41,15000
2020-07-29 11:42:00,72.23,72.73,71.93,72.43,15000
2020-07-29 11:43:00,72.25,72.75,71.95,72.45,15000
2020-07-29 11:44:00,72.27,72.77,71.97,72.47,15000
2020-07-29 11:45:00,72.28,72.78,71.98,72.48,15000
2020-07-29 11:46:00,72.30,72.80,72.00,72.50,15000
2020-07-29 11:47:00,72.32,72.82,72.02,72.52,15000
2020-07-29 11:48:00,72.34,72.84,72.04,72.54,15000
2020-07-29 11:49:00,72.36,72.86,72.06,72.56,15000
2020-07-29 11:50:00,72.37,72.87,72.07,72.57,15000
2020-07-29 11:51:00,72.39,72.89,72.09,72.59,15000
2020-07-29 11:52:00,72.41,72.91,72.11,72.61,15000
2020-07-29 11:53:00,72.43,72.93,72.13,72.63,15000
2020-07-29 11:54:00,72.44,72.94,72.14,72.64,15000
2020-07-29 11:55:00,72.46,72.96,72.16,72.66,15000
2020-07-29 11:56:00,72.48,72.98,72.18,72.68,15000
2020-07-29 11:57:00,72.50,73.00,72.20,72.70,15000
2020-07-29 11:58:00,72.51,73.01,72.21,72.71,15000
2020-07-29 11:59:00,72.53,73.03,72.23,72.73,15000
2020-07-29 12:00:00,72.55,73.05,72.25,72.75,15000
2020-07-29 12:01:00,72.57,73.07,72.27,72.77,15000
2020-07-29 12:02:00,72.59,73.09,72.29,72.79,15000
2020-07-29 12:03:00,72.60,73.10,72.30,72.80,15000
2020-07-29 12:04:00,72.62,73.12,72.32,72.82,15000
2020-07-29 12:05:00,72.64,73.14,72.34,72.84,15000
2020-07-29 12:06:00,72.66,73.16,72.36,72.86,15000
2020-07-29 12:07:00,72.67,73.17,72.37,72.87,15000
2020-07-29 12:08:00,72.69,73.19,72.39,72.89,15000
2020-07-29 12:09:00,72.71,73.21,72.41,72.91,15000
2020-07-29 12:10:00,72.73,73.23,72.43,72.93,15000
2020-07-29 12:11:00,72.74,73.24,72.44,72.94,15000
2020-07-29 12:12:00,72.76,73.26,72.46,72.96,15000
2020-07-29 12:13:00,72.78,73.28,72.48,72.98,15000
2020-07-29 12:14:00,72.80,73.30,72.50,73.00,15000
2020-07-29 12:15:00,72.82,73.32,72.52,73.02,15000
2020-07-29 12:16:00,72.83,73.33,72.53,73.03,15000
2020-07-29 12:17:00,72.85,73.35,72.55,73.05,15000
2020-07-29 12:18:00,72.87,73.37,72.57,73.07,15000
2020-07-29 12:19:00,72.89,73.39,72.59,73.09,15000
2020-07-29 12:20:00,72.90,73.40,72.60,73.10,15000
2020-07-29 12:21:00,72.92,73.42,72.62,73.12,15000
2020-07-29 12:22:00,72.94,73.44,72.64,73.14,15000
2020-07-29 12:23:00,72.96,73.46,72.66,73.16,15000
2020-07-29 12:24:00,72.97,73.47,72.67,73.17,15000
2020-07-29 12:25:00,72.99,73.49,72.69,73.19,15000
2020-07-29 12:26:00,73.01,73.51,72.71,73.21,15000
2020-07-29 12:27:00,73.03,73.53,72.73,73.23,15000
2020-07-29 12:28:00,73.05,73.55,72.75,73.25,15000
2020-07-29 12:29:00,73.06,73.56,72.76,73.26,15000
2020-07-29 12:30:00,73.08,73.58,72.78,73.28,15000
2020-07-29 12:31:00,73.10,73.60,72.80,73.30,15000
2020-07-29 12:32:00,73.12,73.62,72.82,73.32,15000
2020-07-29 12:33:00,73.13,73.63,72.83,73.33,15000
2020-07-29 12:34:00,73.15,73.65,72.85,73.35,15000
2020-07-29 12:35:00,73.17,73.67,72.87,73.37,15000
2020-07-29 12:36:00,73.19,73.69,72.89,73.39,15000
2020-07-29 12:37:00,73.21,73.71,72.91,73.41,15000
2020-07-29 12:38:00,73.22,73.72,72.92,73.42,15000
2020-07-29 12:39:00,73.24,73.74,72.94,73.44,15000
2020-07-29 12:40:00,73.26,73.76,72.96,73.46,15000
2020-07-29 12:41:00,73.28,73.78,72.98,73.48,15000
2020-07-29 12:42:00,73.29,73.79,72.99,73.49,15000
2020-07-29 12:43:00,73.31,73.81,73.01,73.51,15000
2020-07-29 12:44:00,73.33,73.83,73.03,73.53,15000
2020-07-29 12:45:00,73.35,73.85,73.05,73.55,15000
2020-07-29 12:46:00,73.36,73.86,73.06,73.56,15000
2020-07-29 12:47:00,73.38,73.88,73.08,73.58,15000
2020-07-29 12:48:00,73.40,73.90,73.10,73.60,15000
2020-07-29 12:49:00,73.42,73.92,73.12,73.62,15000
2020-07-29 12:50:00,73.44,73.94,73.14,73.64,15000
2020-07-29 12:51:00,73.45,73.95,73.15,73.65,15000
2020-07-29 12:52:00,73.47,73.97,73.17,73.67,15000
2020-07-29 12:53:00,73.49,73.99,73.19,73.69,15000
2020-07-29 12:54:00,73.51,74.01,73.21,73.71,15000
2020-07-29 12:55:00,73.52,74.02,73.22,73.72,15000
2020-07-29 12:56:00,73.54,74.04,73.24,73.74,15000
2020-07-29 12:57:00,73.56,74.06,73.26,73.76,15000
2020-07-29 12:58:00,73.58,74.08,73.28,73.78,15000
2020-07-29 12:59:00,73.59,74.09,73.29,73.79,15000
2020-07-29 13:00:00,73.61,74.11,73.31,73.81,15000
2020-07-29 13:01:00,73.63,74.13,73.33,73.83,15000
2020-07-29 13:02:00,73.65,74.15,73.35,73.85,15000
2020-07-29 13:03:00,73.67,74.17,73.37,73.87,15000
2020-07-29 13:04:00,73.68,74.18,73.38,73.88,15000
2020-07-29 13:05:00,73.70,74.20,73.40,73.90,15000
2020-07-29 13:06:00,73.72,74.22,73.42,73.92,15000
2020-07-29 13:07:00,73.74,74.24,73.44,73.94,15000
2020-07-29 13:08:00,73.75,74.25,73.45,73.95,15000
2020-07-29 13:09:00,73.77,74.27,73.47,73.97,15000
2020-07-29 13:10:00,73.79,74.29,73.49,73.99,15000
2020-07-29 13:11:00,73.81,74.31,73.51,74.01,15000
2020-07-29 13:12:00,73.83,74.33,73.53,74.03,15000
2020-07-29 13:13:00,73.84,74.34,73.54,74.04,15000
2020-07-29 13:14:00,73.86,74.36,73.56,74.06,15000
2020-07-29 13:15:00,73.88,74.38,73.58,74.08,15000
2020-07-29 13:16:00,73.90,74.40,73.60,74.10,15000
2020-07-29 13:17:00,73.91,74.41,73.61,74.11,15000
2020-07-29 13:18:00,73.93,74.43,73.63,74.13,15000
2020-07-29 13:19:00,73.95,74.45,73.65,74.15,15000
2020-07-29 13:20:00,73.97,74.47,73.67,74.17,15000
2020-07-29 13:21:00,73.98,74.48,73.68,74.18,15000
2020-07-29 13:22:00,74.00,74.50,73.70,74.20,15000
2020-07-29 13:23:00,74.02,74.52,73.72,74.22,15000
2020-07-29 13:24:00,74.04,74.54,73.74,74.24,15000
2020-07-29 13:25:00,74.06,74.56,73.76,74.26,15000
2020-07-29 13:26:00,74.07,74.57,73.77,74.27,15000
2020-07-29 13:27:00,74.09,74.59,73.79,74.29,15000
2020-07-29 13:28:00,74.11,74.61,73.81,74.31,15000
2020-07-29 13:29:00,74.13,74.63,73.83,74.33,15000
2020-07-29 13:30:00,74.14,74.64,73.84,74.34,15000
2020-07-29 13:31:00,74.16,74.66,73.86,74.36,15000
2020-07-29 13:32:00,74.18,74.68,73.88,74.38,15000
2020-07-29 13:33:00,74.20,74.70,73.90,74.40,15000
2020-07-29 13:34:00,74.21,74.71,73.91,74.41,15000
2020-07-29 13:35:00,74.23,74.73,73.93,74.43,15000
2020-07-29 13:36:00,74.25,74.75,73.95,74.45,15000
2020-07-29 13:37:00,74.27,74.77,73.97,74.47,15000
2020-07-29 13:38:00,74.29,74.79,73.99,74.49,15000
2020-07-29 13:39:00,74.30,74.80,74.00,74.50,15000
2020-07-29 13:40:00,74.32,74.82,74.02,74.52,15000
2020-07-29 13:41:00,74.34,74.84,74.04,74.54,15000
2020-07-29 13:42:00,74.36,74.86,74.06,74.56,15000
2020-07-29 13:43:00,74.37,74.87,74.07,74.57,15000
2020-07-29 13:44:00,74.39,74.89,74.09,74.59,15000
2020-07-29 13:45:00,74.41,74.91,74.11,74.61,15000
2020-07-29 13:46:00,74.43,74.93,74.13,74.63,15000
2020-07-29 13:47:00,74.44,74.94,74.14,74.64,15000
2020-07-29 13:48:00,74.46,74.96,74.16,74.66,15000
2020-07-29 13:49:00,74.48,74.98,74.18,74.68,15000
2020-07-29 13:50:00,74.50,75.00,74.20,74.70,15000
2020-07-29 13:51:00,74.52,75.02,74.22,74.72,15000
2020-07-29 13:52:00,74.53,75.03,74.23,74.73,15000
2020-07-29 13:53:00,74.55,75.05,74.25,74.75,15000
2020-07-29 13:54:00,74.57,75.07,74.27,74.77,15000
2020-07-29 13:55:00,74.59,75.09,74.29,74.79,15000
2020-07-29 13:56:00,74.60,75.10,74.30,74.80,15000
2020-07-29 13:57:00,74.62,75.12,74.32,74.82,15000
2020-07-29 13:58:00,74.64,75.14,74.34,74.84,15000
2020-07-29 13:59:00,74.66,75.16,74.36,74.86,15000
2020-07-29 14:00:00,74.67,75.17,74.38,74.88,15000
2020-07-29 14:01:00,74.69,75.19,74.39,74.89,15000
2020-07-29 14:02:00,74.71,75.21,74.41,74.91,15000
2020-07-29 14:03:00,74.73,75.23,74.43,74.93,15000
2020-07-29 14:04:00,74.75,75.25,74.45,74.95,15000
2020-07-29 14:05:00,74.76,75.26,74.46,74.96,15000
2020-07-29 14:06:00,74.78,75.28,74.48,74.98,15000
2020-07-29 14:07:00,74.80,75.30,74.50,75.00,15000
2020-07-29 14:08:00,74.82,75.32,74.52,75.02,15000
2020-07-29 14:09:00,74.83,75.33,74.53,75.03,15000
2020-07-29 14:10:00,74.85,75.35,74.55,75.05,15000
2020-07-29 14:11:00,74.87,75.37,74.57,75.07,15000
2020-07-29 14:12:00,74.89,75.39,74.59,75.09,15000
2020-07-29 14:13:00,74.91,75.41,74.61,75.11,15000
2020-07-29 14:14:00,74.92,75.42,74.62,75.12,15000
2020-07-29 14:15:00,74.94,75.44,74.64,75.14,15000
2020-07-29 14:16:00,74.96,75.46,74.66,75.16,15000
2020-07-29 14:17:00,74.98,75.48,74.68,75.18,15000
2020-07-29 14:18:00,74.99,75.49,74.69,75.19,15000
2020-07-29 14:19:00,75.01,75.51,74.71,75.21,15000
2020-07-29 14:20:00,75.03,75.53,74.73,75.23,15000
2020-07-29 14:21:00,75.05,75.55,74.75,75.25,15000
2020-07-29 14:22:00,75.06,75.56,74.76,75.26,15000
2020-07-29 14:23:00,75.08,75.58,74.78,75.28,15000
2020-07-29 14:24:00,75.10,75.60,74.80,75.30,15000
2020-07-29 14:25:00,75.12,75.62,74.82,75.32,15000
2020-07-29 14:26:00,75.14,75.64,74.84,75.34,15000
2020-07-29 14:27:00,75.15,75.65,74.85,75.35,15000
2020-07-29 14:28:00,75.17,75.67,74.87,75.37,15000
2020-07-29 14:29:00,75.19,75.69,74.89,75.39,15000
2020-07-29 14:30:00,75.21,75.71,74.91,75.41,15000
2020-07-29 14:31:00,75.22,75.72,74.92,75.42,15000
2020-07-29 14:32:00,75.24,75.74,74.94,75.44,15000
2020-07-29 14:33:00,75.26,75.76,74.96,75.46,15000
2020-07-29 14:34:00,75.28,75.78,74.98,75.48,15000
2020-07-29 14:35:00,75.29,75.79,74.99,75.49,15000
2020-07-29 14:36:00,75.31,75.81,75.01,75.51,15000
2020-07-29 14:37:00,75.33,75.83,75.03,75.53,15000
2020-07-29 14:38:00,75.35,75.85,75.05,75.55,15000
2020-07-29 14:39:00,75.37,75.87,75.07,75.57,15000
2020-07-29 14:40:00,75.38,75.88,75.08,75.58,15000
2020-07-29 14:41:00,75.40,75.90,75.10,75.60,15000
2020-07-29 14:42:00,75.42,75.92,75.12,75.62,15000
2020-07-29 14:43:00,75.44,75.94,75.14,75.64,15000
2020-07-29 14:44:00,75.45,75.95,75.15,75.65,15000
2020-07-29 14:45:00,75.47,75.97,75.17,75.67,15000
2020-07-29 14:46:00,75.49,75.99,75.19,75.69,15000
2020-07-29 14:47:00,75.51,76.01,75.21,75.71,15000
2020-07-29 14:48:00,75.53,76.03,75.23,75.73,15000
2020-07-29 14:49:00,75.54,76.04,75.24,75.74,15000
2020-07-29 14:50:00,75.56,76.06,75.26,75.76,15000
2020-07-29 14:51:00,75.58,76.08,75.28,75.78,15000
2020-07-29 14:52:00,75.60,76.10,75.30,75.80,15000
2020-07-29 14:53:00,75.61,76.11,75.31,75.81,15000
2020-07-29 14:54:00,75.63,76.13,75.33,75.83,15000
2020-07-29 14:55:00,75.65,76.15,75.35,75.85,15000
2020-07-29 14:56:00,75.67,76.17,75.37,75.87,15000
2020-07-29 14:57:00,75.68,76.18,75.38,75.88,15000
2020-07-29 14:58:00,75.70,76.20,75.40,75.90,15000
2020-07-29 14:59:00,75.72,76.22,75.42,75.92,15000
2020-07-29 15:00:00,75.74,76.24,75.44,75.94,15000
2020-07-29 15:01:00,75.76,76.26,75.46,75.96,15000
2020-07-29 15:02:00,75.77,76.27,75.47,75.97,15000
2020-07-29 15:03:00,75.79,76.29,75.49,75.99,15000
2020-07-29 15:04:00,75.81,76.31,75.51,76.01,15000
2020-07-29 15:05:00,75.83,76.33,75.53,76.03,15000
2020-07-29 15:06:00,75.84,76.34,75.54,76.04,15000
2020-07-29 15:07:00,75.86,76.36,75.56,76.06,15000
2020-07-29 15:08:00,75.88,76.38,75.58,76.08,15000
2020-07-29 15:09:00,75.90,76.40,75.60,76.10,15000
2020-07-29 15:10:00,75.91,76.41,75.61,76.11,15000
2020-07-29 15:11:00,75.93,76.43,75.63,76.13,15000
2020-07-29 15:12:00,75.95,76.45,75.65,76.15,15000
2020-07-29 15:13:00,75.97,76.47,75.67,76.17,15000
2020-07-29 15:14:00,75.99,76.49,75.69,76.19,15000
2020-07-29 15:15:00,76.00,76.50,75.70,76.20,15000
2020-07-29 15:16:00,76.02,76.52,75.72,76.22,15000
2020-07-29 15:17:00,76.04,76.54,75.74,76.24,15000
2020-07-29 15:18:00,76.06,76.56,75.76,76.26,15000
2020-07-29 15:19:00,76.07,76.57,75.77,76.27,15000
2020-07-29 15:20:00,76.09,76.59,75.79,76.29,15000
2020-07-29 15:21:00,76.11,76.61,75.81,76.31,15000
2020-07-29 15:22:00,76.13,76.63,75.83,76.33,15000
2020-07-29 15:23:00,76.14,76.64,75.84,76.34,15000
2020-07-29 15:24:00,76.16,76.66,75.86,76.36,15000
2020-07-29 15:25:00,76.18,76.68,75.88,76.38,15000
2020-07-29 15:26:00,76.20,76.70,75.90,76.40,15000
2020-07-29 15:27:00,76.22,76.72,75.92,76.42,15000
2020-07-29 15:28:00,76.23,76.73,75.93,76.43,15000
2020-07-29 15:29:00,76.25,76.75,75.95,76.45,15000
2020-07-29 15:30:00,76.27,76.77,75.97,76.47,15000
2020-07-29 15:31:00,76.29,76.79,75.99,76.49,15000
2020-07-29 15:32:00,76.30,76.80,76.00,76.50,15000
2020-07-29 15:33:00,76.32,76.82,76.02,76.52,15000
2020-07-29 15:34:00,76.34,76.84,76.04,76.54,15000
2020-07-29 15:35:00,76.36,76.86,76.06,76.56,15000
2020-07-29 15:36:00,76.38,76.88,76.08,76.58,15000
2020-07-29 15:37:00,76.39,76.89,76.09,76.59,15000
2020-07-29 15:38:00,76.41,76.91,76.11,76.61,15000
2020-07-29 15:39:00,76.43,76.93,76.13,76.63,15000
2020-07-29 15:40:00,76.45,76.95,76.15,76.65,15000
2020-07-29 15:41:00,76.46,76.96,76.16,76.66,15000
2020-07-29 15:42:00,76.48,76.98,76.18,76.68,15000
2020-07-29 15:43:00,76.50,77.00,76.20,76.70,15000
2020-07-29 15:44:00,76.52,77.02,76.22,76.72,15000
2020-07-29 15:45:00,76.53,77.03,76.23,76.73,15000
2020-07-29 15:46:00,76.55,77.05,76.25,76.75,15000
2020-07-29 15:47:00,76.57,77.07,76.27,76.77,15000
2020-07-29 15:48:00,76.59,77.09,76.29,76.79,15000
2020-07-29 15:49:00,76.61,77.11,76.31,76.81,15000
2020-07-29 15:50:00,76.62,77.12,76.32,76.82,15000
2020-07-29 15:51:00,76.64,77.14,76.34,76.84,15000
2020-07-29 15:52:00,76.66,77.16,76.36,76.86,15000
2020-07-29 15:53:00,76.68,77.18,76.38,76.88,15000
2020-07-29 15:54:00,76.69,77.19,76.39,76.89,15000
2020-07-29 15:55:00,76.71,77.21,76.41,76.91,15000
2020-07-29 15:56:00,76.73,77.23,76.43,76.93,15000
2020-07-29 15:57:00,76.75,77.25,76.45,76.95,15000
2020-07-29 15:58:00,76.76,77.26,76.46,76.96,15000
2020-07-29 15:59:00,76.78,77.28,76.48,76.98,15000
