Date,Open,High,Low,Close,Volume,UnadjustedOpen,UnadjustedHigh,UnadjustedLow,UnadjustedClose,UnadjustedVolume,AdjustedOpen,AdjustedHigh,AdjustedLow,AdjustedClose,AdjustedVolume
2018-03-16,100.38,101.49,99.27,100.53,19867616,100.38,101.49,99.27,100.53,19867616,100.38,101.49,99.27,100.53,19867616
2018-03-19,97.13,98.30,95.96,97.70,19610813,97.13,98.30,95.96,97.70,19610813,97.13,98.30,95.96,97.70,19610813
2018-03-20,95.15,96.40,93.90,95.51,16475434,95.15,96.40,93.90,95.51,16475434,95.15,96.40,93.90,95.51,16475434
2018-03-21,96.28,97.65,94.92,96.70,13209615,96.28,97.65,94.92,96.70,13209615,96.28,97.65,94.92,96.70,13209615
2018-03-22,93.85,94.66,93.04,93.77,18868507,93.85,94.66,93.04,93.77,18868507,93.85,94.66,93.04,93.77,18868507
2018-03-23,93.16,94.30,92.02,92.82,24968854,93.16,94.30,92.02,92.82,24968854,93.16,94.30,92.02,92.82,24968854
2018-03-26,91.23,92.16,90.29,91.07,21034038,91.23,92.16,90.29,91.07,21034038,91.23,92.16,90.29,91.07,21034038
2018-03-27,92.38,93.56,91.21,92.10,13592245,92.38,93.56,91.21,92.10,13592245,92.38,93.56,91.21,92.10,13592245
2018-03-28,90.71,91.60,89.82,90.82,13210027,90.71,91.60,89.82,90.82,13210027,90.71,91.60,89.82,90.82,13210027
2018-03-29,91.27,92.48,90.07,91.46,22173211,91.27,92.48,90.07,91.46,22173211,91.27,92.48,90.07,91.46,22173211
2018-03-30,89.99,91.11,88.87,89.61,21768626,89.99,91.11,88.87,89.61,21768626,89.99,91.11,88.87,89.61,21768626
2018-04-02,90.85,91.72,89.97,90.61,23952637,90.85,91.72,89.97,90.61,23952637,90.85,91.72,89.97,90.61,23952637
2018-04-03,90.12,91.30,88.95,89.65,21255452,90.12,91.30,88.95,89.65,21255452,90.12,91.30,88.95,89.65,21255452
2018-04-04,91.05,92.46,89.65,91.46,22124994,91.05,92.46,89.65,91.46,22124994,91.05,92.46,89.65,91.46,22124994
2018-04-05,91.38,92.37,90.38,91.32,16907881,91.38,92.37,90.38,91.32,16907881,91.38,92.37,90.38,91.32,16907881
2018-04-06,91.91,93.04,90.78,91.58,20621493,91.91,93.04,90.78,91.58,20621493,91.91,93.04,90.78,91.58,20621493
2018-04-09,92.58,93.38,91.78,92.55,25082761,92.58,93.38,91.78,92.55,25082761,92.58,93.38,91.78,92.55,25082761
2018-04-10,91.72,92.71,90.72,91.83,24920656,91.72,92.71,90.72,91.83,24920656,91.72,92.71,90.72,91.83,24920656
2018-04-11,93.48,94.72,92.24,92.60,13079168,93.48,94.72,92.24,92.60,13079168,93.48,94.72,92.24,92.60,13079168
2018-04-12,93.50,94.19,92.81,93.45,24338994,93.50,94.19,92.81,93.45,24338994,93.50,94.19,92.81,93.45,24338994
2018-04-13,94.21,95.28,93.13,93.92,24229651,94.21,95.28,93.13,93.92,24229651,94.21,95.28,93.13,93.92,24229651
2018-04-16,89.36,90.47,88.25,89.53,15077016,89.36,90.47,88.25,89.53,15077016,89.36,90.47,88.25,89.53,15077016
2018-04-17,88.46,90.11,86.80,88.57,15736077,88.46,90.11,86.80,88.57,15736077,88.46,90.11,86.80,88.57,15736077
2018-04-18,88.34,89.42,87.25,88.51,15932643,88.34,89.42,87.25,88.51,15932643,88.34,89.42,87.25,88.51,15932643
2018-04-19,88.56,89.43,87.68,88.04,14629317,88.56,89.43,87.68,88.04,14629317,88.56,89.43,87.68,88.04,14629317
2018-04-20,88.14,89.12,87.16,87.57,25041579,88.14,89.12,87.16,87.57,25041579,88.14,89.12,87.16,87.57,25041579
2018-04-23,89.21,90.08,88.34,89.06,24801693,89.21,90.08,88.34,89.06,24801693,89.21,90.08,88.34,89.06,24801693
2018-04-24,86.58,87.34,85.82,87.01,16310979,86.58,87.34,85.82,87.01,16310979,86.58,87.34,85.82,87.01,16310979
2018-04-25,87.47,88.44,86.49,87.42,22873970,87.47,88.44,86.49,87.42,22873970,87.47,88.44,86.49,87.42,22873970
2018-04-26,87.01,87.89,86.14,86.92,17523437,87.01,87.89,86.14,86.92,17523437,87.01,87.89,86.14,86.92,17523437
2018-04-27,89.84,90.98,88.69,89.04,15909938,89.84,90.98,88.69,89.04,15909938,89.84,90.98,88.69,89.04,15909938
2018-04-30,88.62,89.26,87.97,88.90,22967835,88.62,89.26,87.97,88.90,22967835,88.62,89.26,87.97,88.90,22967835
2018-05-01,88.06,89.37,86.76,88.41,19723918,88.06,89.37,86.76,88.41,19723918,88.06,89.37,86.76,88.41,19723918
2018-05-02,85.48,86.76,84.20,85.48,19962544,85.48,86.76,84.20,85.48,19962544,85.48,86.76,84.20,85.48,19962544
2018-05-03,83.81,84.39,83.23,83.54,21119885,83.81,84.39,83.23,83.54,21119885,83.81,84.39,83.23,83.54,21119885
2018-05-04,83.43,83.91,82.95,83.70,17491897,83.43,83.91,82.95,83.70,17491897,83.43,83.91,82.95,83.70,17491897
2018-05-07,83.31,84.20,82.43,83.56,22106743,83.31,84.20,82.43,83.56,22106743,83.31,84.20,82.43,83.56,22106743
2018-05-08,83.86,85.59,82.13,83.72,16099918,83.86,85.59,82.13,83.72,16099918,83.86,85.59,82.13,83.72,16099918
2018-05-09,86.58,87.49,85.67,86.70,21465939,86.58,87.49,85.67,86.70,21465939,86.58,87.49,85.67,86.70,21465939
2018-05-10,85.28,86.32,84.24,85.55,18963338,85.28,86.32,84.24,85.55,18963338,85.28,86.32,84.24,85.55,18963338
2018-05-11,87.02,87.65,86.38,87.40,14547305,87.02,87.65,86.38,87.40,14547305,87.02,87.65,86.38,87.40,14547305
2018-05-14,87.43,88.88,85.98,87.18,15239186,87.43,88.88,85.98,87.18,15239186,87.43,88.88,85.98,87.18,15239186
2018-05-15,84.89,85.52,84.26,85.09,22171859,84.89,85.52,84.26,85.09,22171859,84.89,85.52,84.26,85.09,22171859
2018-05-16,83.71,84.40,83.02,84.18,17636261,83.71,84.40,83.02,84.18,17636261,83.71,84.40,83.02,84.18,17636261
2018-05-17,86.03,87.01,85.04,86.04,13550574,86.03,87.01,85.04,86.04,13550574,86.03,87.01,85.04,86.04,13550574
2018-05-18,84.36,85.35,83.37,84.80,21739161,84.36,85.35,83.37,84.80,21739161,84.36,85.35,83.37,84.80,21739161
2018-05-21,80.67,81.73,79.61,80.79,22003738,80.67,81.73,79.61,80.79,22003738,80.67,81.73,79.61,80.79,22003738
2018-05-22,80.13,80.92,79.34,80.28,24036332,80.13,80.92,79.34,80.28,24036332,80.13,80.92,79.34,80.28,24036332
2018-05-23,79.15,80.10,78.20,79.28,15551165,79.15,80.10,78.20,79.28,15551165,79.15,80.10,78.20,79.28,15551165
2018-05-24,77.82,78.50,77.14,77.96,20403479,77.82,78.50,77.14,77.96,20403479,77.82,78.50,77.14,77.96,20403479
2018-05-25,77.65,78.59,76.70,77.71,18198579,77.65,78.59,76.70,77.71,18198579,77.65,78.59,76.70,77.71,18198579
2018-05-28,76.34,77.46,75.21,76.26,22015506,76.34,77.46,75.21,76.26,22015506,76.34,77.46,75.21,76.26,22015506
2018-05-29,77.73,79.00,76.46,77.63,19489674,77.73,79.00,76.46,77.63,19489674,77.73,79.00,76.46,77.63,19489674
2018-05-30,78.66,79.78,77.53,78.07,17706814,78.66,79.78,77.53,78.07,17706814,78.66,79.78,77.53,78.07,17706814
2018-05-31,77.56,78.59,76.52,77.18,17606645,77.56,78.59,76.52,77.18,17606645,77.56,78.59,76.52,77.18,17606645
2018-06-01,77.10,77.92,76.28,77.64,22676895,77.10,77.92,76.28,77.64,22676895,77.10,77.92,76.28,77.64,22676895
2018-06-04,78.36,78.86,77.87,78.27,21826238,78.36,78.86,77.87,78.27,21826238,78.36,78.86,77.87,78.27,21826238
2018-06-05,77.46,78.63,76.29,76.79,18091209,77.46,78.63,76.29,76.79,18091209,77.46,78.63,76.29,76.79,18091209
2018-06-06,77.44,78.38,76.50,77.34,23607184,77.44,78.38,76.50,77.34,23607184,77.44,78.38,76.50,77.34,23607184
2018-06-07,77.07,78.14,76.01,76.86,23769745,77.07,78.14,76.01,76.86,23769745,77.07,78.14,76.01,76.86,23769745
2018-06-08,77.94,78.98,76.90,77.57,17747512,77.94,78.98,76.90,77.57,17747512,77.94,78.98,76.90,77.57,17747512
2018-06-11,77.53,78.27,76.78,77.18,23250247,77.53,78.27,76.78,77.18,23250247,77.53,78.27,76.78,77.18,23250247
2018-06-12,79.82,80.79,78.85,80.04,23158471,79.82,80.79,78.85,80.04,23158471,79.82,80.79,78.85,80.04,23158471
2018-06-13,81.68,82.15,81.22,81.78,18243264,81.68,82.15,81.22,81.78,18243264,81.68,82.15,81.22,81.78,18243264
2018-06-14,80.63,81.29,79.98,80.63,18677268,80.63,81.29,79.98,80.63,18677268,80.63,81.29,79.98,80.63,18677268
2018-06-15,78.97,79.83,78.11,78.86,14447819,78.97,79.83,78.11,78.86,14447819,78.97,79.83,78.11,78.86,14447819
2018-06-18,78.69,79.40,77.99,78.51,15025071,78.69,79.40,77.99,78.51,15025071,78.69,79.40,77.99,78.51,15025071
2018-06-19,77.80,78.56,77.04,77.60,17064359,77.80,78.56,77.04,77.60,17064359,77.80,78.56,77.04,77.60,17064359
2018-06-20,77.95,78.92,76.97,77.57,21864591,77.95,78.92,76.97,77.57,21864591,77.95,78.92,76.97,77.57,21864591
2018-06-21,77.21,77.98,76.45,77.04,13473264,77.21,77.98,76.45,77.04,13473264,77.21,77.98,76.45,77.04,13473264
2018-06-22,78.63,79.06,78.19,78.59,22251615,78.63,79.06,78.19,78.59,22251615,78.63,79.06,78.19,78.59,22251615
2018-06-25,78.58,79.37,77.79,78.84,24392404,78.58,79.37,77.79,78.84,24392404,78.58,79.37,77.79,78.84,24392404
2018-06-26,80.05,80.84,79.26,80.02,22897559,80.05,80.84,79.26,80.02,22897559,80.05,80.84,79.26,80.02,22897559
2018-06-27,80.75,82.20,79.30,80.46,15932262,80.75,82.20,79.30,80.46,15932262,80.75,82.20,79.30,80.46,15932262
2018-06-28,80.36,81.28,79.43,80.18,13414275,80.36,81.28,79.43,80.18,13414275,80.36,81.28,79.43,80.18,13414275
2018-06-29,81.63,82.59,80.68,81.24,13244820,81.63,82.59,80.68,81.24,13244820,81.63,82.59,80.68,81.24,13244820
2018-07-02,80.78,81.47,80.09,80.90,19227895,80.78,81.47,80.09,80.90,19227895,80.78,81.47,80.09,80.90,19227895
2018-07-03,78.89,79.83,77.95,79.24,18185061,78.89,79.83,77.95,79.24,18185061,78.89,79.83,77.95,79.24,18185061
2018-07-04,80.54,81.83,79.24,80.00,14170439,80.54,81.83,79.24,80.00,14170439,80.54,81.83,79.24,80.00,14170439
2018-07-05,80.95,81.64,80.27,80.53,18909621,80.95,81.64,80.27,80.53,18909621,80.95,81.64,80.27,80.53,18909621
2018-07-06,81.03,81.89,80.16,80.81,16520539,81.03,81.89,80.16,80.81,16520539,81.03,81.89,80.16,80.81,16520539
2018-07-09,81.10,82.25,79.96,81.33,20628250,81.10,82.25,79.96,81.33,20628250,81.10,82.25,79.96,81.33,20628250
2018-07-10,80.81,81.48,80.15,80.81,22651553,80.81,81.48,80.15,80.81,22651553,80.81,81.48,80.15,80.81,22651553
2018-07-11,79.92,81.06,78.78,79.90,24993749,79.92,81.06,78.78,79.90,24993749,79.92,81.06,78.78,79.90,24993749
2018-07-12,78.82,79.96,77.69,78.82,24134367,78.82,79.96,77.69,78.82,24134367,78.82,79.96,77.69,78.82,24134367
2018-07-13,77.86,78.61,77.11,77.67,24090508,77.86,78.61,77.11,77.67,24090508,77.86,78.61,77.11,77.67,24090508
2018-07-16,79.34,79.78,78.90,79.43,19119859,79.34,79.78,78.90,79.43,19119859,79.34,79.78,78.90,79.43,19119859
2018-07-17,76.13,77.19,75.08,76.35,13571941,76.13,77.19,75.08,76.35,13571941,76.13,77.19,75.08,76.35,13571941
2018-07-18,78.31,79.63,77.00,78.06,13556195,78.31,79.63,77.00,78.06,13556195,78.31,79.63,77.00,78.06,13556195
2018-07-19,79.62,80.80,78.44,79.62,17599967,79.62,80.80,78.44,79.62,17599967,79.62,80.80,78.44,79.62,17599967
2018-07-20,80.24,80.85,79.63,80.56,16509039,80.24,80.85,79.63,80.56,16509039,80.24,80.85,79.63,80.56,16509039
2018-07-23,79.22,79.80,78.63,78.85,15601945,79.22,79.80,78.63,78.85,15601945,79.22,79.80,78.63,78.85,15601945
2018-07-24,77.87,78.95,76.78,77.54,15652502,77.87,78.95,76.78,77.54,15652502,77.87,78.95,76.78,77.54,15652502
2018-07-25,76.23,77.06,75.40,75.85,20571314,76.23,77.06,75.40,75.85,20571314,76.23,77.06,75.40,75.85,20571314
2018-07-26,76.58,77.44,75.72,76.25,15109860,76.58,77.44,75.72,76.25,15109860,76.58,77.44,75.72,76.25,15109860
2018-07-27,77.63,78.41,76.84,77.43,19562659,77.63,78.41,76.84,77.43,19562659,77.63,78.41,76.84,77.43,19562659
2018-07-30,77.46,78.27,76.66,77.13,20044347,77.46,78.27,76.66,77.13,20044347,77.46,78.27,76.66,77.13,20044347
2018-07-31,78.82,79.53,78.10,78.97,16970789,78.82,79.53,78.10,78.97,16970789,78.82,79.53,78.10,78.97,16970789
2018-08-01,78.56,79.44,77.68,78.81,21606799,78.56,79.44,77.68,78.81,21606799,78.56,79.44,77.68,78.81,21606799
2018-08-02,78.97,79.28,78.67,78.68,24962714,78.97,79.28,78.67,78.68,24962714,78.97,79.28,78.67,78.68,24962714
2018-08-03,77.78,78.65,76.91,77.43,18237834,77.78,78.65,76.91,77.43,18237834,77.78,78.65,76.91,77.43,18237834
2018-08-06,76.17,76.62,75.72,75.94,22842776,76.17,76.62,75.72,75.94,22842776,76.17,76.62,75.72,75.94,22842776
2018-08-07,77.69,78.32,77.06,77.54,18485608,77.69,78.32,77.06,77.54,18485608,77.69,78.32,77.06,77.54,18485608
2018-08-08,75.30,76.06,74.53,75.52,21943596,75.30,76.06,74.53,75.52,21943596,75.30,76.06,74.53,75.52,21943596
2018-08-09,72.01,72.97,71.05,72.14,16243652,72.01,72.97,71.05,72.14,16243652,72.01,72.97,71.05,72.14,16243652
2018-08-10,73.66,74.17,73.14,73.68,15154953,73.66,74.17,73.14,73.68,15154953,73.66,74.17,73.14,73.68,15154953
2018-08-13,77.42,78.41,76.43,77.36,14372046,77.42,78.41,76.43,77.36,14372046,77.42,78.41,76.43,77.36,14372046
2018-08-14,78.34,78.44,78.25,78.34,21657282,78.34,78.44,78.25,78.34,21657282,78.34,78.44,78.25,78.34,21657282
2018-08-15,77.16,77.87,76.45,76.96,15903489,77.16,77.87,76.45,76.96,15903489,77.16,77.87,76.45,76.96,15903489
2018-08-16,76.90,77.48,76.32,76.88,18988310,76.90,77.48,76.32,76.88,18988310,76.90,77.48,76.32,76.88,18988310
2018-08-17,76.11,76.52,75.70,75.90,17717278,76.11,76.52,75.70,75.90,17717278,76.11,76.52,75.70,75.90,17717278
2018-08-20,75.61,76.40,74.81,75.59,21094745,75.61,76.40,74.81,75.59,21094745,75.61,76.40,74.81,75.59,21094745
2018-08-21,74.13,75.02,73.24,74.01,14186020,74.13,75.02,73.24,74.01,14186020,74.13,75.02,73.24,74.01,14186020
2018-08-22,74.48,75.01,73.96,74.00,15294007,74.48,75.01,73.96,74.00,15294007,74.48,75.01,73.96,74.00,15294007
2018-08-23,73.44,73.91,72.98,73.45,14910389,73.44,73.91,72.98,73.45,14910389,73.44,73.91,72.98,73.45,14910389
2018-08-24,71.72,72.23,71.20,71.55,23126000,71.72,72.23,71.20,71.55,23126000,71.72,72.23,71.20,71.55,23126000
2018-08-27,72.42,73.27,71.57,72.58,22094606,72.42,73.27,71.57,72.58,22094606,72.42,73.27,71.57,72.58,22094606
2018-08-28,73.39,74.23,72.56,72.96,22506484,73.39,74.23,72.56,72.96,22506484,73.39,74.23,72.56,72.96,22506484
2018-08-29,70.43,70.81,70.05,70.32,14625883,70.43,70.81,70.05,70.32,14625883,70.43,70.81,70.05,70.32,14625883
2018-08-30,69.57,70.12,69.02,69.35,15819037,69.57,70.12,69.02,69.35,15819037,69.57,70.12,69.02,69.35,15819037
2018-08-31,67.76,68.35,67.17,67.52,23500023,67.76,68.35,67.17,67.52,23500023,67.76,68.35,67.17,67.52,23500023
2018-09-03,65.95,66.67,65.22,66.12,19250376,65.95,66.67,65.22,66.12,19250376,65.95,66.67,65.22,66.12,19250376
2018-09-04,65.89,66.56,65.21,65.64,14545049,65.89,66.56,65.21,65.64,14545049,65.89,66.56,65.21,65.64,14545049
2018-09-05,65.67,66.50,64.84,66.09,19045795,65.67,66.50,64.84,66.09,19045795,65.67,66.50,64.84,66.09,19045795
2018-09-06,66.41,67.02,65.79,65.96,18074525,66.41,67.02,65.79,65.96,18074525,66.41,67.02,65.79,65.96,18074525
2018-09-07,66.11,66.80,65.42,66.05,17939036,66.11,66.80,65.42,66.05,17939036,66.11,66.80,65.42,66.05,17939036
2018-09-10,66.80,67.45,66.14,66.67,18907858,66.80,67.45,66.14,66.67,18907858,66.80,67.45,66.14,66.67,18907858
2018-09-11,67.42,68.34,66.50,67.30,18598494,67.42,68.34,66.50,67.30,18598494,67.42,68.34,66.50,67.30,18598494
2018-09-12,67.68,68.34,67.02,67.68,24132970,67.68,68.34,67.02,67.68,24132970,67.68,68.34,67.02,67.68,24132970
2018-09-13,65.50,66.17,64.82,65.27,14175831,65.50,66.17,64.82,65.27,14175831,65.50,66.17,64.82,65.27,14175831
2018-09-14,63.24,63.78,62.70,62.93,12836324,63.24,63.78,62.70,62.93,12836324,63.24,63.78,62.70,62.93,12836324
2018-09-17,61.23,62.09,60.37,61.08,21521949,61.23,62.09,60.37,61.08,21521949,61.23,62.09,60.37,61.08,21521949
2018-09-18,62.47,63.02,61.92,62.38,25158037,62.47,63.02,61.92,62.38,25158037,62.47,63.02,61.92,62.38,25158037
2018-09-19,60.34,60.65,60.04,60.20,17238725,60.34,60.65,60.04,60.20,17238725,60.34,60.65,60.04,60.20,17238725
2018-09-20,60.74,61.55,59.93,60.41,24594626,60.74,61.55,59.93,60.41,24594626,60.74,61.55,59.93,60.41,24594626
2018-09-21,59.19,60.07,58.31,58.91,17232016,59.19,60.07,58.31,58.91,17232016,59.19,60.07,58.31,58.91,17232016
2018-09-24,60.81,61.47,60.15,60.59,18905365,60.81,61.47,60.15,60.59,18905365,60.81,61.47,60.15,60.59,18905365
2018-09-25,62.42,62.90,61.94,62.31,19110181,62.42,62.90,61.94,62.31,19110181,62.42,62.90,61.94,62.31,19110181
2018-09-26,61.81,62.39,61.24,62.23,12727268,61.81,62.39,61.24,62.23,12727268,61.81,62.39,61.24,62.23,12727268
2018-09-27,63.43,64.38,62.48,63.31,19981819,63.43,64.38,62.48,63.31,19981819,63.43,64.38,62.48,63.31,19981819
2018-09-28,64.88,64.96,64.80,64.87,23572691,64.88,64.96,64.80,64.87,23572691,64.88,64.96,64.80,64.87,23572691
2018-10-01,65.92,66.67,65.18,65.99,13074294,65.92,66.67,65.18,65.99,13074294,65.92,66.67,65.18,65.99,13074294
2018-10-02,66.65,67.17,66.14,66.52,23278920,66.65,67.17,66.14,66.52,23278920,66.65,67.17,66.14,66.52,23278920
2018-10-03,67.27,68.06,66.48,67.40,18003213,67.27,68.06,66.48,67.40,18003213,67.27,68.06,66.48,67.40,18003213
2018-10-04,67.32,67.63,67.00,67.20,23742187,67.32,67.63,67.00,67.20,23742187,67.32,67.63,67.00,67.20,23742187
2018-10-05,68.23,68.89,67.56,68.48,14607980,68.23,68.89,67.56,68.48,14607980,68.23,68.89,67.56,68.48,14607980
2018-10-08,68.17,68.71,67.63,68.24,19884556,68.17,68.71,67.63,68.24,19884556,68.17,68.71,67.63,68.24,19884556
2018-10-09,67.38,68.04,66.73,67.28,18819747,67.38,68.04,66.73,67.28,18819747,67.38,68.04,66.73,67.28,18819747
2018-10-10,68.60,69.05,68.15,68.34,12805697,68.60,69.05,68.15,68.34,12805697,68.60,69.05,68.15,68.34,12805697
2018-10-11,67.77,68.64,66.90,67.49,19200198,67.77,68.64,66.90,67.49,19200198,67.77,68.64,66.90,67.49,19200198
2018-10-12,67.37,68.21,66.52,67.47,15085464,67.37,68.21,66.52,67.47,15085464,67.37,68.21,66.52,67.47,15085464
2018-10-15,67.05,67.39,66.70,67.14,19301177,67.05,67.39,66.70,67.14,19301177,67.05,67.39,66.70,67.14,19301177
