Date,Open,High,Low,Close,Volume,UnadjustedOpen,UnadjustedHigh,UnadjustedLow,UnadjustedClose,UnadjustedVolume,AdjustedOpen,AdjustedHigh,AdjustedLow,AdjustedClose,AdjustedVolume
2018-04-16,169.76,172.58,166.93,169.98,21691512,169.76,172.58,166.93,169.98,21691512,42.44,43.15,41.73,42.49,86766047
2018-04-17,166.80,168.95,164.66,166.38,20618277,166.80,168.95,164.66,166.38,20618277,41.70,42.24,41.16,41.60,82473107
2018-04-18,167.40,168.89,165.91,167.41,27442520,167.40,168.89,165.91,167.41,27442520,41.85,42.22,41.48,41.85,109770081
2018-04-19,166.16,167.58,164.74,166.11,25238965,166.16,167.58,164.74,166.11,25238965,41.54,41.90,41.19,41.53,100955861
2018-04-20,168.94,171.27,166.61,168.98,19070264,168.94,171.27,166.61,168.98,19070264,42.23,42.82,41.65,42.25,76281057
2018-04-23,171.80,173.61,169.98,171.08,26876667,171.80,173.61,169.98,171.08,26876667,42.95,43.40,42.50,42.77,107506667
2018-04-24,170.89,173.37,168.40,171.21,19944453,170.89,173.37,168.40,171.21,19944453,42.72,43.34,42.10,42.80,79777811
2018-04-25,170.59,172.93,168.25,169.58,26098825,170.59,172.93,168.25,169.58,26098825,42.65,43.23,42.06,42.39,104395301
2018-04-26,173.64,175.85,171.42,173.75,20664375,173.64,175.85,171.42,173.75,20664375,43.41,43.96,42.86,43.44,82657500
2018-04-27,173.29,174.81,171.77,172.97,29007172,173.29,174.81,171.77,172.97,29007172,43.32,43.70,42.94,43.24,116028687
2018-04-30,174.25,176.07,172.44,173.47,19236510,174.25,176.07,172.44,173.47,19236510,43.56,44.02,43.11,43.37,76946041
2018-05-01,181.46,183.44,179.47,180.19,26066571,181.46,183.44,179.47,180.19,26066571,45.36,45.86,44.87,45.05,104266285
2018-05-02,182.89,185.18,180.61,182.42,15731187,182.89,185.18,180.61,182.42,15731187,45.72,46.30,45.15,45.60,62924746
2018-05-03,178.12,179.95,176.29,179.67,28079600,178.12,179.95,176.29,179.67,28079600,44.53,44.99,44.07,44.92,112318399
2018-05-04,177.06,179.05,175.07,177.20,24070994,177.06,179.05,175.07,177.20,24070994,44.26,44.76,43.77,44.30,96283975
2018-05-07,175.50,177.33,173.67,175.60,27100168,175.50,177.33,173.67,175.60,27100168,43.87,44.33,43.42,43.90,108400674
2018-05-08,175.22,176.60,173.83,174.31,26965394,175.22,176.60,173.83,174.31,26965394,43.80,44.15,43.46,43.58,107861574
2018-05-09,169.40,171.56,167.23,170.09,16117073,169.40,171.56,167.23,170.09,16117073,42.35,42.89,41.81,42.52,64468293
2018-05-10,171.66,174.55,168.78,171.23,16529063,171.66,174.55,168.78,171.23,16529063,42.92,43.64,42.20,42.81,66116250
2018-05-11,170.97,172.72,169.22,170.93,21846327,170.97,172.72,169.22,170.93,21846327,42.74,43.18,42.31,42.73,87385308
2018-05-14,171.70,173.46,169.94,172.11,29187317,171.70,173.46,169.94,172.11,29187317,42.93,43.37,42.49,43.03,116749267
2018-05-15,176.96,177.89,176.02,177.05,27795412,176.96,177.89,176.02,177.05,27795412,44.24,44.47,44.01,44.26,111181648
2018-05-16,178.10,180.11,176.09,177.96,29293375,178.10,180.11,176.09,177.96,29293375,44.52,45.03,44.02,44.49,117173501
2018-05-17,176.68,179.79,173.57,175.68,25224262,176.68,179.79,173.57,175.68,25224262,44.17,44.95,43.39,43.92,100897047
2018-05-18,182.12,184.18,180.06,182.68,15551015,182.12,184.18,180.06,182.68,15551015,45.53,46.04,45.02,45.67,62204060
2018-05-21,183.18,185.59,180.76,183.49,24099472,183.18,185.59,180.76,183.49,24099472,45.79,46.40,45.19,45.87,96397890
2018-05-22,181.68,182.55,180.81,180.92,23556885,181.68,182.55,180.81,180.92,23556885,45.42,45.64,45.20,45.23,94227539
2018-05-23,178.57,179.85,177.29,179.41,26980201,178.57,179.85,177.29,179.41,26980201,44.64,44.96,44.32,44.85,107920804
2018-05-24,177.68,179.26,176.11,176.71,28749336,177.68,179.26,176.11,176.71,28749336,44.42,44.82,44.03,44.18,114997345
2018-05-25,183.01,184.85,181.16,182.73,26931981,183.01,184.85,181.16,182.73,26931981,45.75,46.21,45.29,45.68,107727923
2018-05-28,178.13,180.63,175.63,177.30,21045440,178.13,180.63,175.63,177.30,21045440,44.53,45.16,43.91,44.32,84181760
2018-05-29,181.60,183.52,179.68,181.45,27737745,181.60,183.52,179.68,181.45,27737745,45.40,45.88,44.92,45.36,110950981
2018-05-30,182.07,183.89,180.26,181.66,21576844,182.07,183.89,180.26,181.66,21576844,45.52,45.97,45.06,45.42,86307376
2018-05-31,183.21,184.85,181.57,183.90,24866548,183.21,184.85,181.57,183.90,24866548,45.80,46.21,45.39,45.98,99466191
2018-06-01,179.63,182.32,176.94,179.03,22614577,179.63,182.32,176.94,179.03,22614577,44.91,45.58,44.24,44.76,90458308
2018-06-04,176.36,179.04,173.68,176.82,27551200,176.36,179.04,173.68,176.82,27551200,44.09,44.76,43.42,44.20,110204799
2018-06-05,184.67,187.38,181.96,183.57,16868477,184.67,187.38,181.96,183.57,16868477,46.17,46.85,45.49,45.89,67473906
2018-06-06,187.46,190.62,184.29,186.98,18042842,187.46,190.62,184.29,186.98,18042842,46.86,47.66,46.07,46.75,72171368
2018-06-07,190.67,191.37,189.98,190.75,28324361,190.67,191.37,189.98,190.75,28324361,47.67,47.84,47.49,47.69,113297442
2018-06-08,185.08,186.36,183.81,183.96,26531839,185.08,186.36,183.81,183.96,26531839,46.27,46.59,45.95,45.99,106127354
2018-06-11,189.91,190.53,189.28,189.56,21704644,189.91,190.53,189.28,189.56,21704644,47.48,47.63,47.32,47.39,86818577
2018-06-12,189.58,191.85,187.31,189.58,19765180,189.58,191.85,187.31,189.58,19765180,47.39,47.96,46.83,47.40,79060721
2018-06-13,185.67,188.19,183.15,185.34,17580466,185.67,188.19,183.15,185.34,17580466,46.42,47.05,45.79,46.34,70321865
2018-06-14,183.07,185.28,180.85,182.41,21925179,183.07,185.28,180.85,182.41,21925179,45.77,46.32,45.21,45.60,87700718
2018-06-15,180.02,181.98,178.06,179.38,17508031,180.02,181.98,178.06,179.38,17508031,45.01,45.50,44.52,44.84,70032124
2018-06-18,176.65,177.87,175.42,177.02,20293514,176.65,177.87,175.42,177.02,20293514,44.16,44.47,43.85,44.25,81174057
2018-06-19,184.00,185.71,182.28,183.48,27869482,184.00,185.71,182.28,183.48,27869482,46.00,46.43,45.57,45.87,111477928
2018-06-20,185.25,187.38,183.11,184.39,26005363,185.25,187.38,183.11,184.39,26005363,46.31,46.85,45.78,46.10,104021452
2018-06-21,182.88,184.50,181.25,182.83,24071540,182.88,184.50,181.25,182.83,24071540,45.72,46.12,45.31,45.71,96286159
2018-06-22,176.15,177.01,175.29,175.46,25993630,176.15,177.01,175.29,175.46,25993630,44.04,44.25,43.82,43.86,103974521
2018-06-25,176.42,179.88,172.97,177.47,16469184,176.42,179.88,172.97,177.47,16469184,44.11,44.97,43.24,44.37,65876735
2018-06-26,182.82,184.80,180.83,181.25,18481749,182.82,184.80,180.83,181.25,18481749,45.70,46.20,45.21,45.31,73926995
2018-06-27,178.81,179.86,177.77,178.98,16656462,178.81,179.86,177.77,178.98,16656462,44.70,44.96,44.44,44.75,66625847
2018-06-28,175.57,178.00,173.14,175.70,24976647,175.57,178.00,173.14,175.70,24976647,43.89,44.50,43.28,43.92,99906588
2018-06-29,176.66,179.28,174.04,175.87,23604262,176.66,179.28,174.04,175.87,23604262,44.16,44.82,43.51,43.97,94417047
2018-07-02,172.63,175.03,170.23,173.33,16772757,172.63,175.03,170.23,173.33,16772757,43.16,43.76,42.56,43.33,67091028
2018-07-03,169.98,171.66,168.30,170.80,20171939,169.98,171.66,168.30,170.80,20171939,42.49,42.92,42.07,42.70,80687755
2018-07-04,176.99,179.00,174.97,176.85,18403749,176.99,179.00,174.97,176.85,18403749,44.25,44.75,43.74,44.21,73614994
2018-07-05,175.20,176.65,173.75,174.98,17453932,175.20,176.65,173.75,174.98,17453932,43.80,44.16,43.44,43.75,69815729
2018-07-06,171.34,172.54,170.14,172.45,29487882,171.34,172.54,170.14,172.45,29487882,42.84,43.14,42.53,43.11,117951528
2018-07-09,171.93,173.19,170.68,171.90,17416953,171.93,173.19,170.68,171.90,17416953,42.98,43.30,42.67,42.98,69667811
2018-07-10,174.75,176.99,172.51,174.43,23156848,174.75,176.99,172.51,174.43,23156848,43.69,44.25,43.13,43.61,92627392
2018-07-11,170.06,171.88,168.25,169.38,19689729,170.06,171.88,168.25,169.38,19689729,42.52,42.97,42.06,42.35,78758915
2018-07-12,172.14,173.61,170.68,171.31,18480845,172.14,173.61,170.68,171.31,18480845,43.04,43.40,42.67,42.83,73923379
2018-07-13,171.81,173.59,170.03,172.30,17171145,171.81,173.59,170.03,172.30,17171145,42.95,43.40,42.51,43.08,68684582
2018-07-16,169.35,171.68,167.02,167.34,15645875,169.35,171.68,167.02,167.34,15645875,42.34,42.92,41.75,41.84,62583500
2018-07-17,164.53,166.60,162.46,164.94,18662780,164.53,166.60,162.46,164.94,18662780,41.13,41.65,40.61,41.23,74651119
2018-07-18,163.71,166.27,161.14,163.41,23735126,163.71,166.27,161.14,163.41,23735126,40.93,41.57,40.29,40.85,94940505
2018-07-19,155.94,157.57,154.30,156.32,27230464,155.94,157.57,154.30,156.32,27230464,38.98,39.39,38.58,39.08,108921855
2018-07-20,156.11,157.92,154.29,155.92,17570842,156.11,157.92,154.29,155.92,17570842,39.03,39.48,38.57,38.98,70283367
2018-07-23,155.98,158.09,153.86,156.34,16954114,155.98,158.09,153.86,156.34,16954114,38.99,39.52,38.47,39.08,67816456
2018-07-24,156.92,158.65,155.19,157.23,17309382,156.92,158.65,155.19,157.23,17309382,39.23,39.66,38.80,39.31,69237529
2018-07-25,158.39,160.09,156.70,158.52,20212603,158.39,160.09,156.70,158.52,20212603,39.60,40.02,39.18,39.63,80850414
2018-07-26,164.28,166.37,162.19,164.62,27021917,164.28,166.37,162.19,164.62,27021917,41.07,41.59,40.55,41.15,108087667
2018-07-27,159.26,159.86,158.66,158.76,25995690,159.26,159.86,158.66,158.76,25995690,39.82,39.97,39.66,39.69,103982758
2018-07-30,157.46,158.58,156.34,157.93,28256172,157.46,158.58,156.34,157.93,28256172,39.36,39.64,39.08,39.48,113024687
2018-07-31,159.64,160.62,158.67,160.46,16613858,159.64,160.62,158.67,160.46,16613858,39.91,40.15,39.67,40.12,66455433
2018-08-01,162.87,164.96,160.78,162.87,19856721,162.87,164.96,160.78,162.87,19856721,40.72,41.24,40.19,40.72,79426884
2018-08-02,163.78,165.67,161.88,164.04,28171652,163.78,165.67,161.88,164.04,28171652,40.94,41.42,40.47,41.01,112686609
2018-08-03,170.72,172.56,168.87,170.93,19511866,170.72,172.56,168.87,170.93,19511866,42.68,43.14,42.22,42.73,78047463
2018-08-06,173.44,175.01,171.88,173.67,26216573,173.44,175.01,171.88,173.67,26216573,43.36,43.75,42.97,43.42,104866292
2018-08-07,172.04,174.14,169.94,172.37,27091202,172.04,174.14,169.94,172.37,27091202,43.01,43.54,42.48,43.09,108364810
2018-08-08,171.67,172.95,170.39,171.73,18285115,171.67,172.95,170.39,171.73,18285115,42.92,43.24,42.60,42.93,73140458
2018-08-09,173.25,176.00,170.51,173.08,24412071,173.25,176.00,170.51,173.08,24412071,43.31,44.00,42.63,43.27,97648284
2018-08-10,175.90,178.30,173.50,174.57,17576266,175.90,178.30,173.50,174.57,17576266,43.97,44.57,43.37,43.64,70305064
2018-08-13,170.74,173.04,168.43,170.85,20837665,170.74,173.04,168.43,170.85,20837665,42.68,43.26,42.11,42.71,83350659
2018-08-14,173.08,175.08,171.08,173.05,22400094,173.08,175.08,171.08,173.05,22400094,43.27,43.77,42.77,43.26,89600376
2018-08-15,169.80,171.60,168.00,169.74,27847843,169.80,171.60,168.00,169.74,27847843,42.45,42.90,42.00,42.43,111391373
2018-08-16,170.53,172.92,168.15,170.26,25395175,170.53,172.92,168.15,170.26,25395175,42.63,43.23,42.04,42.56,101580699
2018-08-17,171.90,173.40,170.40,171.14,23899886,171.90,173.40,170.40,171.14,23899886,42.98,43.35,42.60,42.78,95599545
2018-08-20,176.62,177.90,175.34,176.23,29524513,176.62,177.90,175.34,176.23,29524513,44.15,44.47,43.84,44.06,118098051
2018-08-21,177.09,180.38,173.81,176.03,20810165,177.09,180.38,173.81,176.03,20810165,44.27,45.09,43.45,44.01,83240661
2018-08-22,176.16,177.46,174.86,175.72,22868760,176.16,177.46,174.86,175.72,22868760,44.04,44.36,43.71,43.93,91475038
2018-08-23,170.49,172.54,168.44,170.69,20035929,170.49,172.54,168.44,170.69,20035929,42.62,43.13,42.11,42.67,80143716
2018-08-24,170.83,173.30,168.37,169.84,16970248,170.83,173.30,168.37,169.84,16970248,42.71,43.32,42.09,42.46,67880993
2018-08-27,166.15,167.42,164.87,165.44,21106516,166.15,167.42,164.87,165.44,21106516,41.54,41.85,41.22,41.36,84426064
2018-08-28,164.62,167.49,161.76,164.93,15069780,164.62,167.49,161.76,164.93,15069780,41.16,41.87,40.44,41.23,60279120
2018-08-29,167.98,169.63,166.34,168.46,29170921,167.98,169.63,166.34,168.46,29170921,42.00,42.41,41.59,42.12,116683684
2018-08-30,166.46,168.92,163.99,167.83,15872763,166.46,168.92,163.99,167.83,15872763,41.61,42.23,41.00,41.96,63491050
2018-08-31,167.75,169.56,165.95,168.20,28233558,167.75,169.56,165.95,168.20,28233558,41.94,42.39,41.49,42.05,112934230
2018-09-03,166.60,168.19,165.01,166.65,23277012,166.60,168.19,165.01,166.65,23277012,41.65,42.05,41.25,41.66,93108047
2018-09-04,166.50,168.33,164.66,165.20,21431346,166.50,168.33,164.66,165.20,21431346,41.62,42.08,41.16,41.30,85725383
2018-09-05,168.53,169.37,167.69,169.09,27694061,168.53,169.37,167.69,169.09,27694061,42.13,42.34,41.92,42.27,110776244
2018-09-06,168.03,170.04,166.02,168.15,18902327,168.03,170.04,166.02,168.15,18902327,42.01,42.51,41.51,42.04,75609308
2018-09-07,165.48,168.40,162.55,164.98,15278053,165.48,168.40,162.55,164.98,15278053,41.37,42.10,40.64,41.24,61112212
2018-09-10,169.11,170.37,167.86,168.93,24869405,169.11,170.37,167.86,168.93,24869405,42.28,42.59,41.97,42.23,99477618
2018-09-11,168.41,169.95,166.88,167.53,16354191,168.41,169.95,166.88,167.53,16354191,42.10,42.49,41.72,41.88,65416763
2018-09-12,170.78,172.59,168.96,169.86,27603485,170.78,172.59,168.96,169.86,27603485,42.69,43.15,42.24,42.47,110413940
2018-09-13,170.06,171.95,168.17,168.95,19235572,170.06,171.95,168.17,168.95,19235572,42.52,42.99,42.04,42.24,76942290
2018-09-14,169.71,171.63,167.79,171.01,28153492,169.71,171.63,167.79,171.01,28153492,42.43,42.91,41.95,42.75,112613967
2018-09-17,170.50,172.51,168.49,169.59,23655637,170.50,172.51,168.49,169.59,23655637,42.63,43.13,42.12,42.40,94622549
2018-09-18,166.54,168.09,164.99,165.48,20964998,166.54,168.09,164.99,165.48,20964998,41.64,42.02,41.25,41.37,83859993
2018-09-19,160.21,162.73,157.70,159.46,26233636,160.21,162.73,157.70,159.46,26233636,40.05,40.68,39.42,39.87,104934545
2018-09-20,159.92,162.05,157.79,159.36,26772847,159.92,162.05,157.79,159.36,26772847,39.98,40.51,39.45,39.84,107091388
2018-09-21,158.51,160.35,156.67,158.50,24297989,158.51,160.35,156.67,158.50,24297989,39.63,40.09,39.17,39.62,97191954
2018-09-24,153.87,155.16,152.58,153.79,27294587,153.87,155.16,152.58,153.79,27294587,38.47,38.79,38.14,38.45,109178349
2018-09-25,154.51,156.13,152.89,154.01,15148561,154.51,156.13,152.89,154.01,15148561,38.63,39.03,38.22,38.50,60594245
2018-09-26,151.35,152.61,150.09,152.03,23118398,151.35,152.61,150.09,152.03,23118398,37.84,38.15,37.52,38.01,92473591
2018-09-27,155.25,157.24,153.26,155.01,23807688,155.25,157.24,153.26,155.01,23807688,38.81,39.31,38.32,38.75,95230753
2018-09-28,157.49,159.03,155.94,157.93,28476878,157.49,159.03,155.94,157.93,28476878,39.37,39.76,38.99,39.48,113907511
2018-10-01,152.30,153.25,151.35,152.40,17348465,152.30,153.25,151.35,152.40,17348465,38.07,38.31,37.84,38.10,69393860
2018-10-02,152.12,153.74,150.51,152.18,23846888,152.12,153.74,150.51,152.18,23846888,38.03,38.44,37.63,38.04,95387551
2018-10-03,150.19,150.96,149.41,150.22,25570808,150.19,150.96,149.41,150.22,25570808,37.55,37.74,37.35,37.55,102283231
2018-10-04,147.28,148.45,146.10,146.28,21956250,147.28,148.45,146.10,146.28,21956250,36.82,37.11,36.52,36.57,87824999
2018-10-05,147.83,149.20,146.46,147.30,15338849,147.83,149.20,146.46,147.30,15338849,36.96,37.30,36.62,36.83,61355397
2018-10-08,149.82,151.12,148.52,148.88,15639959,149.82,151.12,148.52,148.88,15639959,37.45,37.78,37.13,37.22,62559836
2018-10-09,155.13,157.25,153.01,155.46,16460649,155.13,157.25,153.01,155.46,16460649,38.78,39.31,38.25,38.86,65842596
2018-10-10,153.55,155.17,151.92,153.20,22245433,153.55,155.17,151.92,153.20,22245433,38.39,38.79,37.98,38.30,88981733
2018-10-11,151.75,154.36,149.13,151.18,26766311,151.75,154.36,149.13,151.18,26766311,37.94,38.59,37.28,37.79,107065245
2018-10-12,148.76,150.34,147.18,149.36,23654681,148.76,150.34,147.18,149.36,23654681,37.19,37.59,36.79,37.34,94618725
2018-10-15,147.21,148.71,145.71,147.13,17628852,147.21,148.71,145.71,147.13,17628852,36.80,37.18,36.43,36.78,70515409
