Date,Open,High,Low,Close,Volume,UnadjustedOpen,UnadjustedHigh,UnadjustedLow,UnadjustedClose,UnadjustedVolume,AdjustedOpen,AdjustedHigh,AdjustedLow,AdjustedClose,AdjustedVolume
2018-02-13,98.37,99.47,97.28,98.19,39924730,98.37,99.47,97.28,98.19,39924730,98.37,99.47,97.28,98.19,39924730
2018-02-14,99.66,101.16,98.16,99.99,33667665,99.66,101.16,98.16,99.99,33667665,99.66,101.16,98.16,99.99,33667665
2018-02-15,99.38,100.77,97.99,99.52,22182999,99.38,100.77,97.99,99.52,22182999,99.38,100.77,97.99,99.52,22182999
2018-02-16,97.11,98.06,96.15,96.92,27986494,97.11,98.06,96.15,96.92,27986494,97.11,98.06,96.15,96.92,27986494
2018-02-19,94.04,95.10,92.99,94.17,31805993,94.04,95.10,92.99,94.17,31805993,94.04,95.10,92.99,94.17,31805993
2018-02-20,92.94,93.58,92.30,92.75,33427966,92.94,93.58,92.30,92.75,33427966,92.94,93.58,92.30,92.75,33427966
2018-02-21,94.27,95.73,92.82,94.21,31016830,94.27,95.73,92.82,94.21,31016830,94.27,95.73,92.82,94.21,31016830
2018-02-22,96.36,97.36,95.35,96.37,34050753,96.36,97.36,95.35,96.37,34050753,96.36,97.36,95.35,96.37,34050753
2018-02-23,97.26,98.37,96.15,96.47,34498843,97.26,98.37,96.15,96.47,34498843,97.26,98.37,96.15,96.47,34498843
2018-02-26,95.25,96.57,93.93,95.07,28189016,95.25,96.57,93.93,95.07,28189016,95.25,96.57,93.93,95.07,28189016
2018-02-27,96.19,97.62,94.76,95.75,31870226,96.19,97.62,94.76,95.75,31870226,96.19,97.62,94.76,95.75,31870226
2018-02-28,97.97,99.53,96.40,97.61,41258500,97.97,99.53,96.40,97.61,41258500,97.97,99.53,96.40,97.61,41258500
2018-03-01,98.16,99.32,97.00,97.80,22966807,98.16,99.32,97.00,97.80,22966807,98.16,99.32,97.00,97.80,22966807
2018-03-02,102.18,103.71,100.65,102.10,27545770,102.18,103.71,100.65,102.10,27545770,102.18,103.71,100.65,102.10,27545770
2018-03-05,103.62,104.78,102.45,103.79,40655878,103.62,104.78,102.45,103.79,40655878,103.62,104.78,102.45,103.79,40655878
2018-03-06,100.53,101.87,99.19,101.08,35480218,100.53,101.87,99.19,101.08,35480218,100.53,101.87,99.19,101.08,35480218
2018-03-07,99.06,99.59,98.52,98.85,22032377,99.06,99.59,98.52,98.85,22032377,99.06,99.59,98.52,98.85,22032377
2018-03-08,101.56,102.57,100.55,101.33,37002687,101.56,102.57,100.55,101.33,37002687,101.56,102.57,100.55,101.33,37002687
2018-03-09,103.82,104.97,102.67,103.65,25978478,103.82,104.97,102.67,103.65,25978478,103.82,104.97,102.67,103.65,25978478
2018-03-12,103.07,103.98,102.15,103.14,41036764,103.07,103.98,102.15,103.14,41036764,103.07,103.98,102.15,103.14,41036764
2018-03-13,103.63,104.95,102.30,103.73,21112329,103.63,104.95,102.30,103.73,21112329,103.63,104.95,102.30,103.73,21112329
2018-03-14,104.15,105.46,102.84,104.01,23934132,104.15,105.46,102.84,104.01,23934132,104.15,105.46,102.84,104.01,23934132
2018-03-15,103.66,104.60,102.73,103.80,32076586,103.66,104.60,102.73,103.80,32076586,103.66,104.60,102.73,103.80,32076586
2018-03-16,105.52,106.92,104.11,105.29,25381690,105.52,106.92,104.11,105.29,25381690,105.52,106.92,104.11,105.29,25381690
2018-03-19,104.74,105.65,103.83,104.28,36455025,104.74,105.65,103.83,104.28,36455025,104.74,105.65,103.83,104.28,36455025
2018-03-20,105.54,106.12,104.97,105.04,33588041,105.54,106.12,104.97,105.04,33588041,105.54,106.12,104.97,105.04,33588041
2018-03-21,105.79,107.04,104.54,106.15,24323944,105.79,107.04,104.54,106.15,24323944,105.79,107.04,104.54,106.15,24323944
2018-03-22,103.65,104.69,102.60,103.84,29932486,103.65,104.69,102.60,103.84,29932486,103.65,104.69,102.60,103.84,29932486
2018-03-23,105.22,106.30,104.13,105.48,39728224,105.22,106.30,104.13,105.48,39728224,105.22,106.30,104.13,105.48,39728224
2018-03-26,105.48,106.43,104.53,104.93,22842070,105.48,106.43,104.53,104.93,22842070,105.48,106.43,104.53,104.93,22842070
2018-03-27,107.51,108.80,106.21,107.93,26933358,107.51,108.80,106.21,107.93,26933358,107.51,108.80,106.21,107.93,26933358
2018-03-28,110.90,111.82,109.97,110.94,36099479,110.90,111.82,109.97,110.94,36099479,110.90,111.82,109.97,110.94,36099479
2018-03-29,115.14,116.18,114.10,114.78,28018522,115.14,116.18,114.10,114.78,28018522,115.14,116.18,114.10,114.78,28018522
2018-03-30,112.64,113.89,111.39,112.53,31882585,112.64,113.89,111.39,112.53,31882585,112.64,113.89,111.39,112.53,31882585
2018-04-02,111.76,112.97,110.55,111.66,28180624,111.76,112.97,110.55,111.66,28180624,111.76,112.97,110.55,111.66,28180624
2018-04-03,113.01,115.25,110.76,113.14,25605728,113.01,115.25,110.76,113.14,25605728,113.01,115.25,110.76,113.14,25605728
2018-04-04,117.19,118.00,116.39,117.11,21794223,117.19,118.00,116.39,117.11,21794223,117.19,118.00,116.39,117.11,21794223
2018-04-05,115.40,116.36,114.43,115.39,23246816,115.40,116.36,114.43,115.39,23246816,115.40,116.36,114.43,115.39,23246816
2018-04-06,117.30,118.68,115.93,117.01,25828286,117.30,118.68,115.93,117.01,25828286,117.30,118.68,115.93,117.01,25828286
2018-04-09,114.79,115.61,113.98,115.19,40751283,114.79,115.61,113.98,115.19,40751283,114.79,115.61,113.98,115.19,40751283
2018-04-10,116.33,117.49,115.17,115.60,29648898,116.33,117.49,115.17,115.60,29648898,116.33,117.49,115.17,115.60,29648898
2018-04-11,112.06,113.67,110.44,112.53,38991329,112.06,113.67,110.44,112.53,38991329,112.06,113.67,110.44,112.53,38991329
2018-04-12,112.80,113.91,111.69,112.31,25209850,112.80,113.91,111.69,112.31,25209850,112.80,113.91,111.69,112.31,25209850
2018-04-13,112.54,113.29,111.79,112.69,39407770,112.54,113.29,111.79,112.69,39407770,112.54,113.29,111.79,112.69,39407770
2018-04-16,111.81,113.15,110.47,112.49,29044457,111.81,113.15,110.47,112.49,29044457,111.81,113.15,110.47,112.49,29044457
2018-04-17,114.24,115.86,112.63,114.37,30229663,114.24,115.86,112.63,114.37,30229663,114.24,115.86,112.63,114.37,30229663
2018-04-18,114.14,115.30,112.98,114.36,38475412,114.14,115.30,112.98,114.36,38475412,114.14,115.30,112.98,114.36,38475412
2018-04-19,116.69,117.67,115.72,116.88,21286437,116.69,117.67,115.72,116.88,21286437,116.69,117.67,115.72,116.88,21286437
2018-04-20,119.27,120.06,118.48,119.27,31408732,119.27,120.06,118.48,119.27,31408732,119.27,120.06,118.48,119.27,31408732
2018-04-23,121.50,121.81,121.19,121.44,25858323,121.50,121.81,121.19,121.44,25858323,121.50,121.81,121.19,121.44,25858323
2018-04-24,121.09,122.15,120.04,120.91,28514664,121.09,122.15,120.04,120.91,28514664,121.09,122.15,120.04,120.91,28514664
2018-04-25,118.50,120.12,116.88,118.64,32415507,118.50,120.12,116.88,118.64,32415507,118.50,120.12,116.88,118.64,32415507
2018-04-26,116.97,118.59,115.35,116.28,22135000,116.97,118.59,115.35,116.28,22135000,116.97,118.59,115.35,116.28,22135000
2018-04-27,117.95,119.32,116.58,116.67,39644170,117.95,119.32,116.58,116.67,39644170,117.95,119.32,116.58,116.67,39644170
2018-04-30,115.78,116.41,115.14,115.78,24160405,115.78,116.41,115.14,115.78,24160405,115.78,116.41,115.14,115.78,24160405
2018-05-01,112.98,114.62,111.34,112.47,30272214,112.98,114.62,111.34,112.47,30272214,112.98,114.62,111.34,112.47,30272214
2018-05-02,115.14,116.38,113.91,115.01,26411609,115.14,116.38,113.91,115.01,26411609,115.14,116.38,113.91,115.01,26411609
2018-05-03,118.91,120.56,117.26,119.02,25644100,118.91,120.56,117.26,119.02,25644100,118.91,120.56,117.26,119.02,25644100
2018-05-04,120.76,121.98,119.53,120.91,29290282,120.76,121.98,119.53,120.91,29290282,120.76,121.98,119.53,120.91,29290282
2018-05-07,120.68,122.31,119.05,120.24,29671135,120.68,122.31,119.05,120.24,29671135,120.68,122.31,119.05,120.24,29671135
2018-05-08,119.36,120.46,118.26,119.00,23389001,119.36,120.46,118.26,119.00,23389001,119.36,120.46,118.26,119.00,23389001
2018-05-09,120.85,122.38,119.33,119.89,35953512,120.85,122.38,119.33,119.89,35953512,120.85,122.38,119.33,119.89,35953512
2018-05-10,118.81,120.42,117.19,118.70,33531183,118.81,120.42,117.19,118.70,33531183,118.81,120.42,117.19,118.70,33531183
2018-05-11,120.19,120.90,119.49,120.19,23559673,120.19,120.90,119.49,120.19,23559673,120.19,120.90,119.49,120.19,23559673
2018-05-14,126.36,127.72,125.00,126.02,28633804,126.36,127.72,125.00,126.02,28633804,126.36,127.72,125.00,126.02,28633804
2018-05-15,121.41,123.05,119.77,121.14,24442326,121.41,123.05,119.77,121.14,24442326,121.41,123.05,119.77,121.14,24442326
2018-05-16,118.67,120.30,117.04,119.07,40570167,118.67,120.30,117.04,119.07,40570167,118.67,120.30,117.04,119.07,40570167
2018-05-17,121.21,122.39,120.02,120.85,22199787,121.21,122.39,120.02,120.85,22199787,121.21,122.39,120.02,120.85,22199787
2018-05-18,121.25,123.17,119.33,121.13,24156523,121.25,123.17,119.33,121.13,24156523,121.25,123.17,119.33,121.13,24156523
2018-05-21,122.33,123.32,121.34,122.32,30837686,122.33,123.32,121.34,122.32,30837686,122.33,123.32,121.34,122.32,30837686
2018-05-22,121.43,123.07,119.79,121.56,41635701,121.43,123.07,119.79,121.56,41635701,121.43,123.07,119.79,121.56,41635701
2018-05-23,120.95,122.10,119.81,121.28,40022837,120.95,122.10,119.81,121.28,40022837,120.95,122.10,119.81,121.28,40022837
2018-05-24,118.86,120.21,117.50,118.76,36365811,118.86,120.21,117.50,118.76,36365811,118.86,120.21,117.50,118.76,36365811
2018-05-25,118.93,120.15,117.70,119.27,25431141,118.93,120.15,117.70,119.27,25431141,118.93,120.15,117.70,119.27,25431141
2018-05-28,117.05,118.97,115.14,117.16,37463003,117.05,118.97,115.14,117.16,37463003,117.05,118.97,115.14,117.16,37463003
2018-05-29,117.21,118.84,115.58,116.61,38611058,117.21,118.84,115.58,116.61,38611058,117.21,118.84,115.58,116.61,38611058
2018-05-30,114.80,115.98,113.61,114.22,23452886,114.80,115.98,113.61,114.22,23452886,114.80,115.98,113.61,114.22,23452886
2018-05-31,112.06,112.86,111.27,112.01,30561904,112.06,112.86,111.27,112.01,30561904,112.06,112.86,111.27,112.01,30561904
2018-06-01,115.04,116.06,114.02,114.05,36887310,115.04,116.06,114.02,114.05,36887310,115.04,116.06,114.02,114.05,36887310
2018-06-04,116.85,118.07,115.64,116.17,21833935,116.85,118.07,115.64,116.17,21833935,116.85,118.07,115.64,116.17,21833935
2018-06-05,116.73,117.99,115.46,115.90,35218548,116.73,117.99,115.46,115.90,35218548,116.73,117.99,115.46,115.90,35218548
2018-06-06,116.90,118.60,115.20,117.28,33972265,116.90,118.60,115.20,117.28,33972265,116.90,118.60,115.20,117.28,33972265
2018-06-07,119.14,120.79,117.49,119.42,37828393,119.14,120.79,117.49,119.42,37828393,119.14,120.79,117.49,119.42,37828393
2018-06-08,119.36,120.10,118.61,119.52,29527725,119.36,120.10,118.61,119.52,29527725,119.36,120.10,118.61,119.52,29527725
2018-06-11,118.42,120.32,116.52,118.53,28423027,118.42,120.32,116.52,118.53,28423027,118.42,120.32,116.52,118.53,28423027
2018-06-12,118.41,119.55,117.27,118.88,23294868,118.41,119.55,117.27,118.88,23294868,118.41,119.55,117.27,118.88,23294868
2018-06-13,118.69,120.23,117.16,118.76,28275855,118.69,120.23,117.16,118.76,28275855,118.69,120.23,117.16,118.76,28275855
2018-06-14,117.38,119.08,115.68,117.92,23115810,117.38,119.08,115.68,117.92,23115810,117.38,119.08,115.68,117.92,23115810
2018-06-15,117.80,119.05,116.54,117.74,37828802,117.80,119.05,116.54,117.74,37828802,117.80,119.05,116.54,117.74,37828802
2018-06-18,117.95,118.45,117.44,118.01,25924164,117.95,118.45,117.44,118.01,25924164,117.95,118.45,117.44,118.01,25924164
2018-06-19,124.26,124.88,123.63,124.03,40921736,124.26,124.88,123.63,124.03,40921736,124.26,124.88,123.63,124.03,40921736
2018-06-20,126.03,127.30,124.76,125.80,28000725,126.03,127.30,124.76,125.80,28000725,126.03,127.30,124.76,125.80,28000725
2018-06-21,131.05,131.34,130.77,130.78,36387192,131.05,131.34,130.77,130.78,36387192,131.05,131.34,130.77,130.78,36387192
2018-06-22,127.64,129.49,125.79,127.38,26249139,127.64,129.49,125.79,127.38,26249139,127.64,129.49,125.79,127.38,26249139
2018-06-25,131.49,133.43,129.55,130.70,27589425,131.49,133.43,129.55,130.70,27589425,131.49,133.43,129.55,130.70,27589425
2018-06-26,125.57,126.69,124.45,125.41,23215787,125.57,126.69,124.45,125.41,23215787,125.57,126.69,124.45,125.41,23215787
2018-06-27,128.65,130.41,126.89,128.06,33303124,128.65,130.41,126.89,128.06,33303124,128.65,130.41,126.89,128.06,33303124
2018-06-28,130.72,132.31,129.13,130.72,40011758,130.72,132.31,129.13,130.72,40011758,130.72,132.31,129.13,130.72,40011758
2018-06-29,135.51,136.34,134.68,135.69,37824602,135.51,136.34,134.68,135.69,37824602,135.51,136.34,134.68,135.69,37824602
2018-07-02,135.08,136.29,133.87,135.52,31391398,135.08,136.29,133.87,135.52,31391398,135.08,136.29,133.87,135.52,31391398
2018-07-03,138.77,139.88,137.67,137.71,41448594,138.77,139.88,137.67,137.71,41448594,138.77,139.88,137.67,137.71,41448594
2018-07-04,137.04,138.82,135.27,137.83,26889728,137.04,138.82,135.27,137.83,26889728,137.04,138.82,135.27,137.83,26889728
2018-07-05,136.10,137.91,134.30,135.73,27089735,136.10,137.91,134.30,135.73,27089735,136.10,137.91,134.30,135.73,27089735
2018-07-06,132.47,133.73,131.20,132.73,34753763,132.47,133.73,131.20,132.73,34753763,132.47,133.73,131.20,132.73,34753763
2018-07-09,132.11,133.90,130.32,131.98,41388999,132.11,133.90,130.32,131.98,41388999,132.11,133.90,130.32,131.98,41388999
2018-07-10,136.28,137.92,134.64,135.29,22334250,136.28,137.92,134.64,135.29,22334250,136.28,137.92,134.64,135.29,22334250
2018-07-11,137.21,138.07,136.36,136.50,23525690,137.21,138.07,136.36,136.50,23525690,137.21,138.07,136.36,136.50,23525690
2018-07-12,137.45,139.76,135.14,137.44,28852713,137.45,139.76,135.14,137.44,28852713,137.45,139.76,135.14,137.44,28852713
2018-07-13,139.25,140.30,138.20,138.80,32218629,139.25,140.30,138.20,138.80,32218629,139.25,140.30,138.20,138.80,32218629
2018-07-16,137.51,138.92,136.10,136.88,29084133,137.51,138.92,136.10,136.88,29084133,137.51,138.92,136.10,136.88,29084133
2018-07-17,140.55,141.71,139.39,140.35,28902548,140.55,141.71,139.39,140.35,28902548,140.55,141.71,139.39,140.35,28902548
2018-07-18,133.90,135.15,132.64,133.88,35396311,133.90,135.15,132.64,133.88,35396311,133.90,135.15,132.64,133.88,35396311
2018-07-19,130.64,132.15,129.13,130.77,31214224,130.64,132.15,129.13,130.77,31214224,130.64,132.15,129.13,130.77,31214224
2018-07-20,133.05,134.36,131.74,132.14,27051195,133.05,134.36,131.74,132.14,27051195,133.05,134.36,131.74,132.14,27051195
2018-07-23,134.22,135.14,133.31,134.13,26060921,134.22,135.14,133.31,134.13,26060921,134.22,135.14,133.31,134.13,26060921
2018-07-24,133.05,134.77,131.33,133.15,28661180,133.05,134.77,131.33,133.15,28661180,133.05,134.77,131.33,133.15,28661180
2018-07-25,133.45,134.87,132.03,132.63,28933733,133.45,134.87,132.03,132.63,28933733,133.45,134.87,132.03,132.63,28933733
2018-07-26,132.18,133.61,130.75,131.29,27081237,132.18,133.61,130.75,131.29,27081237,132.18,133.61,130.75,131.29,27081237
2018-07-27,130.06,131.40,128.72,129.77,40675934,130.06,131.40,128.72,129.77,40675934,130.06,131.40,128.72,129.77,40675934
2018-07-30,127.90,129.41,126.38,126.93,26356832,127.90,129.41,126.38,126.93,26356832,127.90,129.41,126.38,126.93,26356832
2018-07-31,124.92,126.31,123.53,125.11,21332599,124.92,126.31,123.53,125.11,21332599,124.92,126.31,123.53,125.11,21332599
2018-08-01,122.92,123.95,121.89,123.74,31637550,122.92,123.95,121.89,123.74,31637550,122.92,123.95,121.89,123.74,31637550
2018-08-02,119.78,121.60,117.97,119.79,39296817,119.78,121.60,117.97,119.79,39296817,119.78,121.60,117.97,119.79,39296817
2018-08-03,117.76,119.19,116.32,117.95,32577665,117.76,119.19,116.32,117.95,32577665,117.76,119.19,116.32,117.95,32577665
2018-08-06,116.00,117.38,114.61,116.18,25262865,116.00,117.38,114.61,116.18,25262865,116.00,117.38,114.61,116.18,25262865
2018-08-07,122.14,123.84,120.45,121.52,33398948,122.14,123.84,120.45,121.52,33398948,122.14,123.84,120.45,121.52,33398948
2018-08-08,121.43,122.79,120.08,121.88,34211469,121.43,122.79,120.08,121.88,34211469,121.43,122.79,120.08,121.88,34211469
2018-08-09,123.97,125.23,122.70,123.46,35224179,123.97,125.23,122.70,123.46,35224179,123.97,125.23,122.70,123.46,35224179
2018-08-10,123.07,124.69,121.44,123.43,25538852,123.07,124.69,121.44,123.43,25538852,123.07,124.69,121.44,123.43,25538852
2018-08-13,121.17,122.80,119.55,120.87,37753850,121.17,122.80,119.55,120.87,37753850,121.17,122.80,119.55,120.87,37753850
2018-08-14,122.96,124.62,121.29,123.30,22797591,122.96,124.62,121.29,123.30,22797591,122.96,124.62,121.29,123.30,22797591
2018-08-15,125.03,126.36,123.70,124.52,21461717,125.03,126.36,123.70,124.52,21461717,125.03,126.36,123.70,124.52,21461717
2018-08-16,121.98,124.23,119.73,121.90,28191980,121.98,124.23,119.73,121.90,28191980,121.98,124.23,119.73,121.90,28191980
2018-08-17,123.47,125.81,121.14,123.95,36586221,123.47,125.81,121.14,123.95,36586221,123.47,125.81,121.14,123.95,36586221
2018-08-20,118.37,119.66,117.07,118.05,28046701,118.37,119.66,117.07,118.05,28046701,118.37,119.66,117.07,118.05,28046701
2018-08-21,118.90,119.95,117.85,118.00,38793232,118.90,119.95,117.85,118.00,38793232,118.90,119.95,117.85,118.00,38793232
2018-08-22,117.50,118.78,116.21,117.40,41358227,117.50,118.78,116.21,117.40,41358227,117.50,118.78,116.21,117.40,41358227
2018-08-23,115.75,116.95,114.55,115.82,24976578,115.75,116.95,114.55,115.82,24976578,115.75,116.95,114.55,115.82,24976578
2018-08-24,116.94,118.82,115.07,117.14,21595086,116.94,118.82,115.07,117.14,21595086,116.94,118.82,115.07,117.14,21595086
2018-08-27,120.01,121.63,118.38,119.91,26439738,120.01,121.63,118.38,119.91,26439738,120.01,121.63,118.38,119.91,26439738
2018-08-28,118.45,119.80,117.10,117.97,29787439,118.45,119.80,117.10,117.97,29787439,118.45,119.80,117.10,117.97,29787439
2018-08-29,115.24,116.41,114.06,115.92,26684167,115.24,116.41,114.06,115.92,26684167,115.24,116.41,114.06,115.92,26684167
2018-08-30,116.67,117.38,115.96,116.20,39205762,116.67,117.38,115.96,116.20,39205762,116.67,117.38,115.96,116.20,39205762
2018-08-31,114.78,116.34,113.22,114.61,31394639,114.78,116.34,113.22,114.61,31394639,114.78,116.34,113.22,114.61,31394639
2018-09-03,115.52,116.50,114.55,115.54,22365017,115.52,116.50,114.55,115.54,22365017,115.52,116.50,114.55,115.54,22365017
2018-09-04,112.78,114.01,111.54,112.74,39965048,112.78,114.01,111.54,112.74,39965048,112.78,114.01,111.54,112.74,39965048
2018-09-05,112.86,114.61,111.12,112.63,37864588,112.86,114.61,111.12,112.63,37864588,112.86,114.61,111.12,112.63,37864588
2018-09-06,116.21,117.79,114.62,115.59,30711593,116.21,117.79,114.62,115.59,30711593,116.21,117.79,114.62,115.59,30711593
2018-09-07,115.55,117.45,113.64,115.65,38253132,115.55,117.45,113.64,115.65,38253132,115.55,117.45,113.64,115.65,38253132
2018-09-10,115.04,116.00,114.09,115.37,30822923,115.04,116.00,114.09,115.37,30822923,115.04,116.00,114.09,115.37,30822923
2018-09-11,119.86,121.09,118.64,119.93,25143593,119.86,121.09,118.64,119.93,25143593,119.86,121.09,118.64,119.93,25143593
2018-09-12,122.61,123.31,121.91,122.55,32148040,122.61,123.31,121.91,122.55,32148040,122.61,123.31,121.91,122.55,32148040
2018-09-13,122.31,123.65,120.98,122.03,31859539,122.31,123.65,120.98,122.03,31859539,122.31,123.65,120.98,122.03,31859539
2018-09-14,118.33,120.00,116.66,118.76,37587157,118.33,120.00,116.66,118.76,37587157,118.33,120.00,116.66,118.76,37587157
2018-09-17,117.26,118.56,115.96,117.00,29334677,117.26,118.56,115.96,117.00,29334677,117.26,118.56,115.96,117.00,29334677
2018-09-18,114.45,116.31,112.60,114.64,29150795,114.45,116.31,112.60,114.64,29150795,114.45,116.31,112.60,114.64,29150795
2018-09-19,114.15,114.73,113.57,113.71,31813478,114.15,114.73,113.57,113.71,31813478,114.15,114.73,113.57,113.71,31813478
2018-09-20,117.94,119.08,116.79,117.38,38903314,117.94,119.08,116.79,117.38,38903314,117.94,119.08,116.79,117.38,38903314
2018-09-21,117.23,117.78,116.68,117.37,33726315,117.23,117.78,116.68,117.37,33726315,117.23,117.78,116.68,117.37,33726315
2018-09-24,118.07,119.84,116.30,117.89,35786192,118.07,119.84,116.30,117.89,35786192,118.07,119.84,116.30,117.89,35786192
2018-09-25,115.93,118.06,113.81,115.40,33249991,115.93,118.06,113.81,115.40,33249991,115.93,118.06,113.81,115.40,33249991
2018-09-26,114.44,115.61,113.27,115.51,25395043,114.44,115.61,113.27,115.51,25395043,114.44,115.61,113.27,115.51,25395043
2018-09-27,110.75,112.12,109.37,110.68,28355720,110.75,112.12,109.37,110.68,28355720,110.75,112.12,109.37,110.68,28355720
2018-09-28,110.56,111.44,109.69,110.71,22007112,110.56,111.44,109.69,110.71,22007112,110.56,111.44,109.69,110.71,22007112
2018-10-01,111.92,113.38,110.45,111.24,33008404,111.92,113.38,110.45,111.24,33008404,111.92,113.38,110.45,111.24,33008404
2018-10-02,111.98,112.78,111.19,111.89,21242046,111.98,112.78,111.19,111.89,21242046,111.98,112.78,111.19,111.89,21242046
2018-10-03,110.99,111.79,110.19,110.88,25180729,110.99,111.79,110.19,110.88,25180729,110.99,111.79,110.19,110.88,25180729
2018-10-04,109.76,110.82,108.70,109.87,39111117,109.76,110.82,108.70,109.87,39111117,109.76,110.82,108.70,109.87,39111117
2018-10-05,109.26,110.15,108.37,108.86,26671228,109.26,110.15,108.37,108.86,26671228,109.26,110.15,108.37,108.86,26671228
2018-10-08,112.76,113.85,111.68,112.17,29740558,112.76,113.85,111.68,112.17,29740558,112.76,113.85,111.68,112.17,29740558
2018-10-09,112.59,113.88,111.30,113.06,23466994,112.59,113.88,111.30,113.06,23466994,112.59,113.88,111.30,113.06,23466994
2018-10-10,113.23,114.97,111.49,113.24,23415230,113.23,114.97,111.49,113.24,23415230,113.23,114.97,111.49,113.24,23415230
2018-10-11,112.87,114.26,111.49,111.90,41093108,112.87,114.26,111.49,111.90,41093108,112.87,114.26,111.49,111.90,41093108
2018-10-12,114.97,116.28,113.67,114.77,39931203,114.97,116.28,113.67,114.77,39931203,114.97,116.28,113.67,114.77,39931203
2018-10-15,115.94,117.29,114.59,116.26,27193554,115.94,117.29,114.59,116.26,27193554,115.94,117.29,114.59,116.26,27193554
